Unnamed: 0,1_신자초등학교앞,2_자양미소약국.자양골목시장,3_국민은행자양지점앞,4_자양아파트앞,5_동서울우편집중국앞,6_광진구청,7_광진경찰서,8_구의사거리,9_구의2동주민센터입구,10_어린이대공원후문아차산역,11_중곡동입구삼거리,12_군자역4번출구.용마초등학교,13_군자교입구,14_장한평역,15_청년회의소,16_답십리역사거리,17_답십리초등학교.현대시장,18_답십리2동시온교회앞,19_청솔우성아파트.답십리시장,20_전농우체국앞,21_전농래미안크레시티아파트,22_동대문중학교,23_래미안크레시티.답십리도서관,24_롯데캐슬노블레스,25_청량리역6번출구,26_청량리.청과물도매시장,27_제기동역.서울약령시,28_서울시동부병원,29_신설동역.서울풍물시장,30_신설동역,31_용두동사거리,32_제기동역.서울약령시,33_청량리수산시장,34_청량리역6번출구,35_전농시장앞,36_동대문구답십리도서관앞,37_동대문중학교,38_대한노인회동대문구지회,39_전농우체국앞,40_청솔우성아파트.답십리시장,41_답십리1동희망샘교회앞,42_답십리초등학교앞,43_황물로사거리,44_청년회의소.서울새활용플라자,45_장한평역,46_군자교입구,47_군자역5번출구.용마초등학교,48_중곡동입구삼거리,49_어린이대공원후문아차산역,50_구의2동주민센터입구,51_구의사거리,52_광진경찰서,53_광진구청,54_자양동잠실대교북단,55_국민은행자양지점앞,56_자양미소약국.자양골목시장,57_신자초등학교앞
2022-04-11 11:00:00,3,7,9,10,10,11,8,7,9,8,10,12,8,13,14,13,12,11,10,15,14,12,14,15,9,3,3,2,2,3,5,5,10,12,12,12,10,10,12,11,11,11,12,12,12,10,12,11,12,11,13,12,12,9,5,1,0
2022-04-11 12:00:00,3,6,9,12,12,11,13,12,12,9,9,9,12,13,13,19,18,18,13,11,10,5,15,13,10,4,2,3,2,1,3,7,12,12,13,11,8,11,11,15,12,11,14,9,16,15,16,14,12,8,8,10,8,8,4,2,0
2022-04-11 13:00:00,4,6,9,8,7,9,10,9,8,12,13,11,12,11,13,18,16,15,13,13,12,9,13,12,8,5,4,1,2,3,4,6,9,11,13,15,13,13,14,15,14,15,7,15,13,11,10,11,10,7,11,10,10,8,4,2,0
2022-04-11 14:00:00,4,5,8,10,11,11,12,14,13,14,11,10,11,7,8,9,12,11,11,9,11,10,13,14,7,7,2,1,2,2,3,8,14,15,14,14,20,21,20,18,14,14,11,9,8,9,9,8,9,8,23,22,20,6,1,1,0
2022-04-11 15:00:00,5,9,14,16,13,12,17,18,16,13,14,15,10,12,13,13,12,12,6,10,14,13,13,14,5,6,5,4,4,3,5,5,16,17,12,12,12,15,13,13,13,16,14,12,13,14,15,13,12,10,15,12,11,10,5,1,0
2022-04-11 16:00:00,5,7,9,15,17,16,23,27,25,21,20,21,18,18,16,20,21,16,13,9,8,8,8,8,5,4,3,2,3,5,7,8,16,23,24,24,25,22,17,19,21,14,19,15,17,15,17,15,17,17,16,19,19,17,10,6,0
2022-04-11 17:00:00,5,8,8,11,13,13,15,14,13,15,15,20,18,20,22,24,26,21,15,14,15,12,9,9,4,3,3,1,4,9,11,17,19,21,22,21,22,22,28,32,29,29,27,23,21,20,18,14,20,18,18,17,14,11,7,3,0
2022-04-11 18:00:00,3,6,10,13,16,28,29,29,30,29,29,22,24,22,23,47,44,36,18,16,17,9,27,26,12,7,3,2,5,8,11,18,25,25,26,26,24,23,29,34,35,34,34,37,45,38,36,34,33,29,27,28,26,21,7,4,0
2022-04-11 19:00:00,1,6,8,10,12,18,18,19,18,13,15,15,16,17,19,39,35,26,15,13,13,10,11,9,4,3,2,3,4,7,9,16,20,21,20,20,22,20,21,21,21,20,17,11,21,19,19,18,21,20,19,20,18,10,4,3,0
2022-04-11 20:00:00,3,7,9,11,13,12,13,12,10,8,8,8,3,7,5,17,17,15,9,5,3,4,4,4,2,0,0,0,1,4,7,4,8,13,11,9,9,6,9,9,12,11,6,5,13,12,11,9,10,9,8,7,5,6,4,1,0
2022-04-11 21:00:00,2,4,4,5,5,7,6,7,6,9,8,10,8,7,8,14,11,10,6,5,4,4,4,2,1,1,1,0,1,6,3,7,9,9,8,7,4,6,9,9,8,10,9,9,7,8,7,7,10,8,9,9,11,10,4,1,0
2022-04-11 22:00:00,2,3,7,7,9,11,14,15,12,14,12,15,9,13,14,20,18,12,9,5,5,5,6,4,5,3,1,1,2,2,4,6,6,6,7,6,5,5,5,6,5,6,6,5,5,6,8,6,7,7,6,8,7,5,5,2,0
2022-04-11 23:00:00,3,4,5,0,7,8,0,9,5,4,3,6,1,7,8,10,9,8,8,7,5,4,3,6,4,1,0,0,2,2,0,3,5,7,6,6,2,6,6,7,2,4,4,4,6,4,5,4,9,6,4,8,6,7,3,2,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,1,2,6,7,6,9,10,11,9,13,3,13,14,12,11,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,2,2,6,7,3,7,6,2,8,6,8,6,7,8,5,10,9,14,9,17,20,8,18,14,7,7,5,3,1,0,2,1,3,0,3,1,1,2,2,4,5,5,5,5,0,7,6,0,9,0,3,0,3,1,0,0,0
2022-04-12 06:00:00,2,4,7,9,6,6,8,6,7,7,5,8,9,10,5,6,7,7,11,12,10,11,14,12,5,2,1,0,0,1,0,1,2,2,3,4,5,6,12,12,14,12,10,8,7,7,6,6,7,5,6,4,6,4,2,0,0
2022-04-12 07:00:00,4,11,21,24,22,16,14,16,14,11,13,12,11,11,10,13,15,16,13,20,21,23,31,32,15,12,7,8,2,1,3,3,5,7,10,9,7,6,8,11,13,14,14,15,19,25,25,27,33,31,27,13,10,6,4,1,0
2022-04-12 08:00:00,6,11,21,26,21,25,31,36,34,27,30,25,24,20,21,21,22,21,19,19,21,19,28,33,19,14,10,5,2,2,5,6,10,14,14,11,11,12,19,25,29,27,23,26,26,20,21,25,27,29,28,19,12,10,6,2,0
2022-04-12 09:00:00,3,7,12,16,13,16,22,24,25,26,26,26,28,21,20,17,20,24,21,15,16,16,15,18,10,5,3,3,1,2,3,3,5,7,6,8,6,7,8,14,15,14,13,12,9,13,10,9,12,13,12,12,11,9,4,2,0
2022-04-12 10:00:00,3,4,11,13,12,13,12,10,10,8,9,11,8,8,7,14,14,10,18,16,18,17,20,20,13,6,5,2,3,1,1,1,7,6,8,9,8,9,10,10,11,11,12,11,9,10,10,11,11,6,11,11,11,7,3,1,0
2022-04-12 11:00:00,1,3,7,9,10,12,13,12,12,10,13,14,12,12,9,14,12,11,11,10,14,13,12,14,9,4,4,3,2,2,3,8,14,16,14,12,13,13,13,13,14,10,12,9,10,9,9,7,8,9,9,8,6,5,3,1,0
2022-04-12 12:00:00,2,4,8,8,10,11,10,12,10,12,11,10,9,11,9,14,13,12,12,13,12,8,13,11,10,7,3,1,4,1,5,5,11,10,8,11,10,8,11,13,12,10,11,13,12,13,11,10,12,12,13,12,9,7,5,2,0
2022-04-12 13:00:00,1,3,10,8,9,11,13,16,16,12,13,10,10,9,9,14,12,13,11,12,13,13,14,13,10,4,4,2,2,2,3,3,12,14,13,6,14,15,19,17,18,8,15,14,13,13,12,12,10,9,9,8,8,6,5,3,0
2022-04-12 14:00:00,2,10,11,9,8,11,11,13,12,13,16,14,15,12,11,14,14,13,11,8,8,9,8,13,5,4,5,2,3,5,5,8,14,14,13,12,11,18,18,16,14,15,16,14,12,9,10,8,8,6,5,7,6,5,4,0,0
2022-04-12 15:00:00,3,6,8,13,10,16,17,16,15,16,16,14,14,15,14,17,18,13,12,12,12,13,13,12,7,4,3,4,2,3,3,6,14,16,15,18,19,14,19,16,13,15,13,14,15,14,13,11,13,12,11,9,8,6,4,1,0
2022-04-12 16:00:00,4,5,8,9,15,16,34,35,31,22,19,18,17,14,16,19,20,16,13,12,13,10,12,14,7,3,2,3,5,11,13,16,26,27,24,22,21,20,18,18,18,18,18,18,19,17,16,17,18,16,16,18,14,12,5,2,0
2022-04-12 17:00:00,3,5,9,12,14,15,16,14,13,14,16,16,16,17,21,25,24,22,20,18,21,19,17,12,8,5,3,1,5,10,12,16,20,30,28,30,29,28,30,28,27,20,29,28,29,31,29,26,21,20,20,16,14,11,6,4,0
2022-04-12 18:00:00,4,8,12,13,16,26,28,30,28,30,31,32,30,30,28,48,42,36,18,17,17,11,19,19,13,10,7,4,6,9,14,25,36,35,30,29,27,22,23,22,23,22,24,30,32,27,26,24,25,21,19,22,25,24,11,3,0
2022-04-12 19:00:00,3,7,7,15,16,20,25,24,22,19,18,18,18,19,21,37,32,26,12,7,6,6,5,6,3,3,2,3,5,6,6,10,14,16,17,15,10,11,14,14,17,18,18,16,17,19,18,16,18,19,19,20,14,12,6,2,0
2022-04-12 20:00:00,3,6,10,11,8,13,14,13,12,12,8,15,14,9,7,21,20,17,11,6,5,4,8,3,4,0,2,0,1,3,6,9,14,15,9,9,8,8,7,8,9,9,8,9,12,10,10,6,10,11,12,8,11,9,1,0,0
2022-04-12 21:00:00,4,8,7,6,8,9,13,14,13,11,11,13,13,10,9,17,15,14,9,4,5,5,5,5,3,1,0,1,2,3,3,6,10,3,7,7,6,6,6,6,4,7,7,7,6,7,7,7,13,13,13,15,15,13,8,5,0
2022-04-12 22:00:00,2,4,10,8,9,14,15,15,7,11,7,9,11,9,7,11,14,15,10,8,3,7,3,5,2,1,1,1,1,3,6,8,9,11,11,8,7,6,6,7,8,5,4,6,8,7,7,6,12,10,7,7,4,6,3,1,0
2022-04-12 23:00:00,0,3,0,4,6,6,0,5,3,6,4,8,0,9,4,10,8,5,3,1,5,0,1,6,4,3,1,0,0,2,1,3,3,4,2,3,4,0,2,4,5,4,2,5,6,5,6,6,6,4,6,3,5,4,2,2,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,1,2,6,9,10,12,12,4,11,12,6,9,12,10,8,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,1,2,5,9,5,6,10,5,10,7,8,10,8,7,7,6,10,10,9,13,15,0,13,9,6,3,0,1,1,1,2,3,2,2,2,1,3,2,2,4,5,6,5,5,6,0,6,2,7,8,7,3,6,0,0,0,0
2022-04-13 06:00:00,2,2,7,5,5,4,5,6,6,6,7,7,6,7,6,8,10,9,8,9,9,10,11,8,5,2,1,1,0,1,0,2,3,1,4,4,5,6,6,11,13,8,11,6,5,7,6,5,6,6,3,5,5,4,1,0,0
2022-04-13 07:00:00,5,14,21,23,21,19,19,25,15,12,12,18,15,13,15,12,16,9,14,16,18,19,24,27,14,11,8,3,8,1,2,2,5,6,8,8,8,8,11,19,25,20,17,19,25,17,16,13,28,34,30,22,14,6,2,1,0
2022-04-13 08:00:00,4,13,26,29,22,21,24,25,24,24,26,27,26,21,19,22,21,24,23,26,26,25,33,37,20,13,10,6,2,2,4,5,12,13,11,7,9,12,16,21,23,20,20,22,24,27,26,27,30,35,30,23,16,9,4,4,0
2022-04-13 09:00:00,2,10,17,19,17,17,17,20,20,14,14,13,12,15,15,13,14,15,15,17,14,13,21,22,12,7,4,3,3,4,1,7,8,11,12,15,12,8,8,15,17,14,14,13,17,16,14,14,14,14,11,10,10,8,3,2,0
2022-04-13 10:00:00,1,4,8,8,7,12,13,13,6,11,10,9,10,9,7,16,15,14,14,15,14,13,12,16,11,6,3,1,0,2,2,4,11,10,8,8,7,7,10,9,11,9,9,7,9,8,7,7,8,9,4,7,7,4,2,1,0
2022-04-13 11:00:00,3,6,8,9,7,8,9,10,9,9,9,10,9,7,8,12,12,11,10,13,9,13,12,12,8,6,4,2,1,3,4,2,9,10,10,7,6,7,11,11,12,6,9,10,9,9,9,10,10,10,10,12,11,9,6,2,0
2022-04-13 12:00:00,3,5,9,11,12,9,10,10,10,9,11,13,12,10,9,12,12,11,13,10,10,8,9,12,7,4,1,1,2,4,2,3,9,11,11,12,10,7,10,15,14,16,16,16,13,9,14,13,10,7,8,9,7,4,2,0,0
2022-04-13 13:00:00,2,4,6,8,6,7,7,8,9,8,7,8,8,9,10,16,13,16,12,12,13,13,12,13,10,4,4,2,1,3,5,6,10,14,6,12,11,11,12,10,9,6,9,8,9,7,10,13,14,13,12,11,10,5,4,1,0
2022-04-13 14:00:00,2,6,11,12,13,11,11,10,6,8,7,6,5,12,14,16,14,16,13,9,10,8,7,8,6,1,0,0,2,3,5,8,16,19,13,13,11,14,14,13,14,11,9,10,10,10,8,9,8,9,8,9,9,8,3,1,0
2022-04-13 15:00:00,4,5,7,10,13,16,17,21,19,17,16,11,11,12,12,17,17,16,13,10,10,9,10,10,7,6,5,3,4,3,3,8,13,13,12,13,12,11,15,18,13,17,18,16,15,12,12,11,15,14,15,13,9,9,5,3,0
2022-04-13 16:00:00,3,5,8,8,11,13,17,19,18,15,13,14,14,14,16,21,20,19,14,11,10,9,9,9,6,3,2,3,6,5,8,10,15,22,23,20,20,19,19,20,12,14,12,12,15,10,9,8,12,13,15,19,20,13,6,2,0
2022-04-13 17:00:00,5,9,13,19,20,24,23,24,23,23,17,17,16,18,18,29,27,23,16,14,14,13,9,12,7,4,4,3,9,13,17,19,20,27,24,25,25,25,26,25,24,23,22,21,23,23,21,19,23,24,21,20,18,13,7,4,0
2022-04-13 18:00:00,4,10,15,14,17,31,37,42,39,32,25,23,24,29,27,42,34,30,20,16,17,7,22,22,8,9,3,2,3,6,16,20,29,27,22,24,22,20,29,31,33,32,31,36,33,33,32,28,29,29,27,26,22,18,12,6,0
2022-04-13 19:00:00,4,6,11,10,12,16,15,14,13,14,17,17,16,17,18,39,36,28,13,7,7,7,7,7,4,3,1,2,3,5,6,11,15,22,19,19,14,12,14,12,13,14,15,18,21,16,18,8,15,15,13,14,14,11,7,2,0
2022-04-13 20:00:00,1,5,6,8,8,11,10,6,11,11,8,8,7,10,9,21,16,13,8,7,10,3,10,9,5,2,1,1,2,3,5,6,9,8,9,8,7,7,8,7,7,8,11,10,9,9,9,9,9,10,11,9,7,7,3,1,0
2022-04-13 21:00:00,2,4,6,4,5,5,3,4,4,6,5,8,9,9,5,12,11,10,8,6,8,7,10,13,6,1,0,3,1,3,5,4,5,6,4,5,2,1,4,5,7,10,7,7,6,5,7,8,9,9,9,10,11,7,3,2,0
2022-04-13 22:00:00,1,2,5,6,8,14,14,15,13,10,8,10,9,10,8,13,10,9,4,5,3,4,3,5,2,1,0,0,1,3,4,9,11,10,11,10,8,7,5,6,7,9,10,7,9,11,11,10,13,12,7,6,5,4,2,1,0
2022-04-13 23:00:00,1,2,3,3,7,5,4,2,2,5,5,7,8,7,3,11,10,10,7,5,3,0,4,4,2,2,0,1,1,0,1,2,8,11,7,3,5,6,4,7,4,5,5,5,5,6,7,5,5,6,4,5,4,3,2,1,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,1,4,5,5,8,9,10,10,13,12,2,12,12,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,2,1,5,5,5,6,8,6,9,9,8,9,8,8,9,10,9,11,12,15,17,3,16,10,6,3,2,1,3,1,1,2,3,4,4,2,3,3,4,7,8,4,7,7,6,9,11,0,12,0,11,9,5,3,2,0,0
2022-04-14 06:00:00,1,3,6,8,4,5,7,6,6,7,6,8,8,7,4,8,8,9,10,10,8,4,11,11,4,2,2,1,1,1,2,3,4,3,2,4,5,5,5,6,8,5,8,7,8,6,5,7,8,6,6,6,4,1,1,0,0
2022-04-14 07:00:00,6,14,20,21,19,18,16,15,13,13,15,18,19,12,13,13,18,19,18,19,17,18,32,39,19,11,8,7,5,1,3,5,6,5,9,8,7,5,8,21,27,14,11,11,17,22,19,21,24,31,34,25,18,12,5,2,0
2022-04-14 08:00:00,5,16,29,33,27,26,31,31,29,27,28,28,27,21,21,27,27,25,22,27,25,24,25,33,21,14,11,6,2,3,2,4,9,11,9,9,9,10,18,31,37,30,28,28,26,23,28,33,30,33,27,21,16,10,7,4,0
2022-04-14 09:00:00,3,8,14,14,12,16,19,19,17,20,14,15,14,14,10,19,17,20,15,13,13,14,19,19,13,8,5,4,2,3,2,3,7,8,4,5,5,8,8,12,14,14,21,20,21,21,21,21,21,24,19,15,9,10,7,2,0
2022-04-14 10:00:00,5,9,11,13,12,11,12,11,11,11,10,11,10,8,9,11,15,16,12,13,13,13,15,15,13,7,4,2,2,3,3,2,6,6,7,9,7,5,7,8,11,13,13,9,8,8,12,11,10,7,6,8,7,4,2,0,0
2022-04-14 11:00:00,2,6,9,11,10,10,9,10,11,7,9,11,10,10,10,11,11,11,9,12,11,4,11,16,11,6,3,4,4,3,3,3,7,9,7,9,5,11,11,12,12,13,14,13,9,9,12,12,12,8,10,9,9,4,4,0,0
2022-04-14 12:00:00,2,5,8,7,9,10,11,17,11,12,13,14,13,12,11,13,12,9,9,10,9,9,10,11,9,5,3,2,2,3,2,2,11,9,13,11,7,10,10,12,14,14,15,14,15,15,14,11,9,11,12,11,11,8,2,0,0
2022-04-14 13:00:00,3,8,10,12,11,10,11,9,9,10,9,9,10,9,11,12,17,17,14,14,13,10,14,11,8,3,2,1,3,2,7,9,19,11,14,9,12,11,13,15,14,9,11,12,13,14,13,11,11,11,12,10,10,9,4,2,0
2022-04-14 14:00:00,2,6,11,11,13,18,16,12,9,10,11,15,8,9,9,10,12,11,11,13,14,7,12,6,6,5,2,1,2,3,0,4,15,15,14,15,17,13,12,14,14,14,13,14,14,13,12,9,12,11,12,5,14,14,8,6,0
2022-04-14 15:00:00,1,4,10,11,8,12,14,17,16,12,13,12,11,12,11,16,17,16,11,8,8,8,11,10,9,3,0,2,4,7,8,6,13,14,14,15,15,16,15,13,13,11,13,12,10,11,10,7,11,10,11,12,11,11,8,1,0
2022-04-14 16:00:00,6,12,15,15,12,12,16,18,18,15,13,11,12,10,13,19,15,15,10,9,9,5,8,7,6,5,3,2,3,5,6,9,19,24,15,25,25,23,31,31,29,27,24,24,24,24,21,17,18,14,16,25,24,17,12,6,0
2022-04-14 17:00:00,3,6,11,11,14,15,17,19,18,17,14,14,13,15,16,24,24,21,14,10,8,6,11,10,8,6,4,1,6,7,13,16,30,29,29,27,25,23,25,26,23,23,24,26,27,23,19,16,14,19,18,18,12,11,6,3,0
2022-04-14 18:00:00,2,9,13,16,19,43,41,43,38,25,20,22,21,26,24,50,45,38,17,11,12,9,13,17,6,4,3,2,6,7,12,13,23,22,23,19,19,18,16,16,17,16,15,20,25,24,24,23,21,21,21,20,21,20,12,5,0
2022-04-14 19:00:00,3,9,10,10,9,12,11,13,9,13,12,12,13,15,15,25,23,20,12,11,10,11,11,10,9,3,0,1,2,6,8,14,20,23,21,20,16,17,14,14,15,15,15,17,21,18,16,17,20,19,18,15,18,15,10,4,0
2022-04-14 20:00:00,2,3,6,9,8,17,16,14,11,9,8,10,10,10,9,21,19,15,7,5,4,0,6,6,6,4,3,2,2,3,6,7,12,15,8,8,7,7,8,7,7,7,8,7,7,12,13,6,16,16,9,13,13,7,5,2,0
2022-04-14 21:00:00,3,6,6,6,8,8,9,7,6,7,8,11,10,9,11,17,15,14,7,4,5,3,6,7,3,2,1,1,1,2,3,8,10,11,10,11,2,10,10,8,8,4,7,7,9,0,10,11,12,11,9,8,8,8,4,0,0
2022-04-14 22:00:00,1,4,7,9,12,15,17,15,16,15,13,14,12,11,8,13,10,9,8,9,7,6,3,4,3,3,2,2,1,3,7,9,10,8,10,8,7,8,10,11,10,7,11,10,11,11,12,11,10,9,9,10,13,11,3,1,0
2022-04-14 23:00:00,1,2,3,6,8,8,7,5,5,6,3,7,6,7,5,10,5,7,6,2,3,0,3,3,1,1,0,0,1,2,1,3,5,5,4,3,4,4,4,3,3,3,2,4,6,5,5,4,9,8,5,9,4,3,5,2,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,1,3,5,3,6,8,9,6,10,12,13,15,13,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,1,2,8,9,7,6,10,12,11,8,9,8,8,7,8,6,15,17,18,20,22,5,21,17,7,1,6,4,2,0,1,1,3,2,3,1,4,5,5,7,8,4,6,7,6,8,4,0,7,0,0,4,2,0,0,0,0
2022-04-15 06:00:00,1,4,8,9,10,9,10,10,8,8,6,8,7,7,8,12,13,16,15,8,16,15,18,17,5,5,2,1,0,1,1,2,3,2,3,4,2,4,6,8,6,11,10,9,9,8,4,3,2,5,8,8,6,5,1,0,0
2022-04-15 07:00:00,6,9,16,21,16,19,26,28,25,8,11,13,13,11,11,13,13,15,13,13,13,9,21,25,13,12,8,2,9,1,4,3,6,8,8,10,5,8,9,13,15,13,11,12,14,19,22,27,29,36,34,17,9,7,3,1,0
2022-04-15 08:00:00,5,10,23,29,25,24,26,28,34,32,31,29,28,24,16,22,23,24,17,20,20,23,25,29,16,11,10,4,2,2,5,5,6,11,12,10,11,13,21,34,37,38,37,37,33,35,32,33,29,27,25,22,16,12,6,3,0
2022-04-15 09:00:00,3,17,31,29,27,27,25,24,20,16,21,20,19,18,15,16,15,16,17,16,15,16,18,19,12,6,5,5,2,2,4,3,9,10,7,7,5,8,8,10,13,13,13,14,12,14,9,9,15,14,14,13,10,8,4,3,0
2022-04-15 10:00:00,1,6,11,12,12,12,12,11,10,13,13,12,13,15,16,15,16,16,18,19,24,24,22,16,9,7,6,3,1,1,2,3,10,10,10,12,11,9,8,10,10,13,12,12,13,14,13,12,11,10,11,12,12,3,2,0,0
2022-04-15 11:00:00,1,10,12,15,14,16,16,14,12,15,16,15,14,12,12,18,17,20,19,21,18,17,16,20,13,10,7,5,1,2,4,4,10,11,8,9,11,9,11,9,8,12,12,13,16,15,12,11,12,13,14,10,10,8,3,2,0
2022-04-15 12:00:00,5,6,9,9,10,10,10,11,9,13,12,13,14,13,15,14,15,13,11,12,13,10,11,12,11,6,3,3,2,4,1,5,14,14,13,13,11,12,13,13,16,15,16,17,12,11,9,11,7,7,6,7,7,4,3,2,0
2022-04-15 13:00:00,2,6,8,10,10,10,11,7,11,15,16,16,16,14,12,15,14,12,8,13,14,12,12,12,6,2,4,2,2,3,5,8,18,20,13,13,10,9,9,15,16,14,8,14,10,12,10,5,11,9,10,8,7,6,3,1,0
2022-04-15 14:00:00,2,5,9,10,10,15,11,12,13,17,11,14,12,12,11,15,16,15,12,11,12,9,14,9,11,4,2,1,3,1,4,6,16,13,14,16,20,18,20,14,14,17,9,19,20,18,14,12,12,12,12,11,11,6,5,2,0
2022-04-15 15:00:00,4,6,10,11,10,13,22,18,17,16,13,12,13,18,19,23,23,21,15,14,13,13,14,15,9,4,3,3,2,4,4,6,13,17,17,21,19,13,21,21,22,18,19,16,16,14,13,10,12,11,9,19,22,19,11,2,0
2022-04-15 16:00:00,3,6,10,13,8,16,17,16,13,15,15,18,14,16,18,21,23,17,13,11,12,11,13,11,7,4,2,2,3,8,10,12,21,27,16,19,17,15,23,24,24,23,24,22,19,16,14,12,19,20,17,17,16,12,10,9,0
2022-04-15 17:00:00,4,8,12,12,12,18,20,19,19,19,18,21,21,20,21,26,25,24,16,14,13,13,13,10,5,5,5,4,6,8,12,18,27,30,28,31,30,29,29,28,27,26,27,28,31,27,33,29,18,16,17,15,15,14,7,5,0
2022-04-15 18:00:00,4,10,18,18,18,26,27,32,29,31,27,25,25,29,33,43,34,27,21,18,18,16,15,19,7,5,3,1,6,9,15,23,31,32,28,28,25,24,24,25,24,23,22,21,32,34,30,27,27,23,21,20,17,13,9,5,0
