Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_북부성모병원,7_수유2동주민센터우이시장,8_광산사거리,9_강북구청,10_수유3동우체국,11_태영데시앙아파트,12_창2동주민센터.보건지소,13_창번2교앞,14_창동서울탁주앞,15_창동.신창시장,16_국립현대미술관창동레지던시,17_창동대우아파트입구,18_대우아파트104동,19_창동대우아파트,20_창2동주민센터.보건지소,21_창2동주민센터.보건지소,22_태영데시앙아파트,23_우이1교앞,24_쌍문역,25_함석헌기념관.정의여중고,26_도봉구민회관.도봉문화원,27_도봉구보건소앞,28_쌍문동청구아파트,29_방학동삼익세라믹,30_방학동신우빌라,31_도깨비시장,32_방학중학교정문,33_안방학동,34_샘말어린이공원,35_안방학동,36_샘말어린이공원,37_안방학동,38_방학중학교정문,39_방학동도깨비시장,40_방학동신우빌라,41_방학동삼익세라믹,42_쌍문동청구아파트,43_도봉구보건소앞,44_도봉구민회관.도봉문화원,45_함석헌기념관.정의여중고,46_쌍문역,47_태영데시앙아파트,48_창2동주민센터.보건지소,49_창번2교앞,50_창동서울탁주앞,51_창동.신창시장,52_국립현대미술관창동레지던시,53_창동대우아파트입구,54_대우아파트104동,55_창동대우아파트,56_창2동주민센터.보건지소,57_창2동주민센터.보건지소,58_태영데시앙아파트,59_수유3동우체국,60_강북구청,61_광산사거리,62_수유2동주민센터우이시장,63_북부성모의원,64_국립4.19민주묘지입구사거리,65_국립4.19민주묘지,66_무량사입구,67_강북청소년수련관,68_선일교통종점(가상)
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,2,0,1,2,3,2,2,0,0,0,0,0,2,3,2,0,3,0,4,4,2,3,4,0,3,2,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,0,1,2,1,2,3,4,1,3,2,2,1,0,3,2,4,5,10,12,13,17,15,10,4,1,6,3,2,1,0,0,0,0,0,3,7,10,12,15,17,20,15,18,19,15,8,0,9,7,2,0,0,0,1,2,0,0,2,1,4,0,0,2,1,0,0,0,0
2022-04-01 06:00:00,0,1,1,3,4,0,2,0,1,1,0,0,1,0,1,2,2,4,5,6,7,3,7,4,3,3,4,4,3,5,2,4,2,0,4,11,16,24,18,25,24,25,18,21,16,3,2,2,0,1,2,0,2,1,3,0,3,4,2,2,2,1,1,0,0,0,0,0
2022-04-01 07:00:00,0,3,2,4,3,7,15,13,5,2,1,3,4,3,7,8,9,19,25,27,31,33,26,12,11,10,7,6,4,4,3,2,2,1,15,26,32,37,40,42,44,43,42,43,36,6,4,3,1,3,3,7,6,8,9,6,12,13,5,4,3,3,0,1,0,0,0,0
2022-04-01 08:00:00,0,2,4,5,10,15,15,15,9,7,5,7,9,8,11,19,27,27,30,35,46,46,37,19,18,17,16,17,15,9,12,10,3,2,10,17,22,33,38,40,42,46,45,47,37,12,9,11,8,8,6,5,6,10,12,10,15,17,12,12,9,8,7,7,6,4,0,0
2022-04-01 09:00:00,2,1,3,4,6,5,8,6,6,5,4,4,6,3,4,7,8,12,14,12,16,14,17,9,8,9,9,7,7,6,6,4,2,1,5,10,15,20,24,28,30,32,31,30,23,12,11,10,8,5,3,4,4,5,7,6,10,8,8,5,4,5,0,5,3,2,0,0
2022-04-01 10:00:00,0,2,3,4,4,4,4,5,5,4,2,5,4,4,3,7,5,9,11,8,18,15,12,12,11,14,14,12,10,6,6,6,2,4,3,6,11,16,21,23,26,28,26,26,22,7,7,8,4,7,6,6,2,5,5,2,4,7,7,8,5,2,4,3,1,1,0,0
2022-04-01 11:00:00,0,2,3,4,5,8,7,6,7,5,6,4,0,4,4,6,8,10,12,13,16,11,15,8,9,8,9,6,10,9,3,1,3,2,4,6,8,10,14,12,16,18,16,17,12,10,6,5,5,5,4,6,5,6,8,5,7,9,6,8,9,8,9,7,4,1,0,0
2022-04-01 12:00:00,0,3,1,4,5,4,5,6,8,9,1,1,2,5,5,10,8,7,7,6,9,6,8,15,14,16,15,18,19,17,11,8,5,1,3,9,5,8,17,18,20,20,19,20,16,10,3,4,2,10,6,5,0,4,5,3,5,6,6,6,6,6,8,4,3,0,0,0
2022-04-01 13:00:00,3,5,6,4,7,5,8,7,8,7,3,2,0,7,7,8,10,12,13,8,10,9,8,17,18,21,22,19,19,13,10,4,4,3,8,6,10,11,15,16,17,19,20,22,20,14,13,12,11,6,4,4,5,4,5,3,5,6,3,5,5,6,6,3,4,0,0,0
2022-04-01 14:00:00,0,3,7,2,8,7,5,7,8,8,7,7,7,5,8,10,8,9,3,7,14,15,8,15,14,13,17,13,11,12,11,10,8,5,3,6,8,10,13,17,21,22,18,13,16,11,8,7,7,7,6,4,3,3,4,4,6,5,5,10,5,4,3,6,4,3,0,0
2022-04-01 15:00:00,0,5,6,9,12,11,12,12,8,11,12,11,10,8,10,11,12,11,10,5,12,4,13,16,18,19,19,17,13,10,8,6,4,3,4,7,9,11,12,14,13,14,17,17,16,12,10,8,8,8,7,5,3,4,3,3,5,5,3,4,8,8,0,10,3,2,0,0
2022-04-01 16:00:00,0,1,0,3,3,3,4,6,8,9,8,8,8,7,7,9,7,9,10,13,16,17,19,27,27,29,31,35,33,26,16,13,5,3,2,4,10,12,16,18,15,19,20,20,17,18,18,16,13,7,7,7,5,4,7,6,7,8,6,11,10,5,6,3,2,1,0,0
2022-04-01 17:00:00,0,4,1,5,9,10,9,7,7,9,9,5,7,8,11,12,11,11,12,13,15,17,14,22,22,25,22,24,21,17,11,10,8,5,2,6,9,11,15,13,16,17,15,15,16,13,8,12,6,9,6,9,8,8,7,8,7,9,7,9,8,8,10,9,4,2,0,0
2022-04-01 18:00:00,0,9,5,3,15,14,18,22,14,19,16,14,5,9,7,7,10,9,10,9,13,12,12,53,52,50,50,46,34,29,20,15,7,4,5,7,10,16,21,25,24,24,23,21,16,16,13,13,10,10,7,7,7,10,11,4,15,14,12,14,13,12,10,11,7,4,0,0
2022-04-01 19:00:00,0,3,2,5,3,6,7,6,7,15,14,10,7,7,6,9,8,7,7,7,7,6,10,35,33,36,35,27,41,37,25,22,8,7,2,4,7,8,8,10,11,8,15,13,14,20,9,17,13,9,7,5,5,8,10,3,11,9,6,15,14,11,8,6,3,2,0,0
2022-04-01 20:00:00,0,4,1,0,6,0,6,7,6,5,3,5,4,3,5,7,4,6,6,6,7,0,7,28,29,33,28,27,21,19,14,12,6,4,10,3,2,4,13,4,13,8,9,10,9,14,11,13,12,6,4,5,1,7,6,3,6,0,6,17,18,16,11,5,4,2,0,0
2022-04-01 21:00:00,0,2,1,2,0,3,4,2,3,5,2,4,3,3,3,3,4,3,3,3,4,4,5,25,20,27,25,21,20,14,14,7,6,3,2,3,4,3,5,0,6,6,7,9,6,11,8,7,4,5,2,3,1,2,2,3,2,0,4,8,5,7,6,4,2,0,0,0
2022-04-01 22:00:00,0,4,3,0,4,3,4,2,9,8,6,4,1,5,4,7,5,4,1,5,2,0,8,29,28,29,27,24,22,19,13,10,5,4,2,0,3,1,2,4,5,4,4,8,9,10,10,8,2,5,4,4,3,1,2,0,2,1,3,5,4,4,3,2,2,1,0,0
2022-04-01 23:00:00,0,1,2,1,3,1,1,3,10,17,16,14,13,13,11,8,9,4,1,2,3,2,3,26,24,26,24,23,21,18,13,12,7,2,1,1,1,1,2,2,3,2,2,4,4,8,6,4,1,4,3,1,0,2,2,3,3,2,2,6,5,4,2,2,2,1,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,1,0,2,0,0,1,0,0,0,5,6,0,7,4,0,3,0,6,0,6,5,6,6,4,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,0,1,1,3,2,0,1,1,1,1,0,0,0,3,2,3,2,5,8,5,6,0,6,6,5,5,4,3,2,0,1,0,0,0,2,8,11,12,7,14,16,7,7,14,11,7,0,7,0,2,0,2,1,3,2,0,3,4,3,2,1,0,0,1,0,0,0,0
2022-04-02 06:00:00,0,1,0,2,2,0,2,0,2,3,1,0,0,2,2,1,0,4,7,7,8,4,7,6,1,0,5,4,0,4,3,1,0,0,4,6,9,10,12,14,11,12,13,12,8,3,2,1,1,1,0,0,0,1,3,0,0,2,1,2,3,3,3,2,0,1,0,0
2022-04-02 07:00:00,0,2,1,3,3,4,0,4,3,4,0,3,0,3,8,11,8,15,17,18,21,20,19,10,9,6,0,4,5,3,3,0,1,0,3,8,12,14,15,15,16,18,17,17,15,4,3,2,0,2,3,5,4,4,5,5,2,6,4,4,5,0,0,2,1,0,0,0
2022-04-02 08:00:00,0,2,4,5,3,3,3,5,6,6,3,2,4,3,4,8,9,18,19,20,18,19,18,14,15,15,13,12,11,10,4,1,2,2,5,11,13,16,22,25,28,30,33,32,28,12,3,10,9,6,4,4,5,8,9,8,10,5,7,10,9,8,7,6,4,3,0,0
2022-04-02 09:00:00,0,4,5,3,7,8,8,9,7,9,0,7,3,5,6,8,10,15,16,15,19,21,14,11,8,12,7,10,7,5,6,4,2,1,2,6,12,12,14,15,17,18,18,19,17,9,3,5,5,4,2,6,5,6,4,0,14,5,5,6,6,9,5,7,4,1,0,0
2022-04-02 10:00:00,0,4,7,8,9,6,10,11,8,6,2,2,0,4,5,9,11,14,18,19,27,10,24,13,13,10,12,10,7,7,6,2,3,1,6,10,17,21,24,26,28,27,30,30,23,14,5,3,0,4,3,3,2,5,6,2,8,8,9,4,3,6,7,5,3,1,0,0
2022-04-02 11:00:00,0,5,6,10,11,13,12,11,9,9,7,5,10,5,7,10,11,16,18,19,23,24,19,14,13,16,17,14,15,13,7,6,6,2,4,9,13,24,25,31,27,30,28,28,23,10,8,6,0,4,3,4,0,2,3,4,6,4,2,6,5,3,3,4,3,3,0,0
2022-04-02 12:00:00,3,4,5,6,9,11,12,11,9,9,8,3,5,5,5,7,6,12,15,15,25,12,23,17,16,16,16,14,14,12,8,6,5,3,4,7,11,14,16,18,22,23,25,24,23,10,5,4,7,4,3,4,1,8,8,9,10,11,9,14,19,20,19,13,8,3,0,0
2022-04-02 13:00:00,1,5,10,9,9,9,10,8,8,9,6,10,7,7,7,9,4,13,6,14,16,13,17,14,16,15,12,11,12,13,12,10,6,4,6,8,15,17,19,21,22,22,21,23,20,13,12,7,9,10,5,5,5,7,8,6,12,13,11,13,14,14,14,17,16,8,0,0
2022-04-02 14:00:00,0,8,4,6,7,8,7,8,7,6,5,4,4,4,3,5,7,8,12,11,8,12,11,13,11,14,14,14,13,12,11,5,6,3,6,7,15,19,22,22,23,21,22,24,21,10,9,8,9,7,3,4,5,4,7,9,6,10,5,12,10,9,4,4,4,3,0,0
2022-04-02 15:00:00,0,8,9,11,13,11,12,12,10,9,7,6,2,5,5,7,5,9,8,7,10,10,11,20,19,20,22,21,19,15,14,9,3,2,4,9,13,16,21,15,14,16,17,15,16,8,6,5,4,3,3,4,4,6,5,0,8,8,6,11,11,11,6,8,3,2,0,0
2022-04-02 16:00:00,0,3,4,5,4,6,4,8,12,15,12,10,9,8,7,12,2,12,9,14,17,18,12,23,13,22,24,23,16,15,13,10,7,6,4,7,8,13,14,23,24,25,21,18,13,11,8,6,6,4,5,6,5,5,7,8,5,7,6,9,7,7,2,3,1,2,0,0
2022-04-02 17:00:00,0,8,7,4,7,9,12,11,10,14,11,11,7,11,10,7,12,13,14,10,13,12,12,34,32,35,31,25,24,21,11,9,7,4,3,8,10,14,16,13,15,16,19,17,15,14,15,12,11,7,6,4,6,5,9,8,6,5,5,12,11,8,3,4,1,2,0,0
2022-04-02 18:00:00,7,3,7,10,10,9,10,9,10,17,16,15,14,12,11,9,8,10,9,11,14,0,15,22,23,22,22,23,20,19,15,9,6,2,3,4,5,9,15,17,18,22,25,29,24,20,18,12,3,8,7,6,7,8,9,11,14,15,9,12,10,7,8,4,3,0,0,0
2022-04-02 19:00:00,0,2,2,3,6,9,8,9,7,12,13,10,7,6,4,5,6,5,2,5,12,6,10,20,15,23,19,21,18,16,12,10,7,3,2,2,3,4,5,10,10,8,8,9,8,8,5,6,4,5,6,6,1,3,5,2,7,3,2,8,8,7,7,6,5,0,0,0
2022-04-02 20:00:00,0,4,1,0,5,5,6,8,10,11,9,10,4,8,6,5,5,4,4,2,5,8,8,20,19,21,23,21,20,15,13,7,4,2,1,1,1,6,9,10,10,7,9,12,10,12,11,7,9,5,4,5,2,3,0,1,4,5,3,5,5,3,2,3,1,0,0,0
2022-04-02 21:00:00,0,2,5,6,5,2,3,3,9,10,10,10,9,6,5,6,3,1,5,4,3,0,5,26,28,24,26,22,20,20,14,11,5,4,7,1,1,2,5,3,8,4,8,5,7,9,8,5,4,3,2,1,0,1,2,0,2,0,4,6,1,5,3,2,2,1,0,0
2022-04-02 22:00:00,0,4,3,6,7,0,9,1,10,11,10,8,5,2,3,3,2,3,5,2,3,2,7,20,22,23,23,21,19,15,11,7,5,4,2,1,2,2,4,2,4,5,5,8,10,10,9,6,4,5,3,5,3,2,1,1,3,3,4,7,6,3,2,2,2,1,0,0
2022-04-02 23:00:00,1,0,0,1,2,3,3,3,5,8,7,6,7,7,8,9,7,5,3,0,4,4,6,23,17,25,23,19,15,15,11,11,10,2,1,2,1,2,4,5,6,5,6,6,6,14,12,13,13,10,2,3,1,2,0,0,3,3,1,9,6,7,7,7,3,3,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,1,0,0,1,1,2,1,0,1,0,0,0,2,0,0,0,3,1,4,0,3,0,4,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,1,2,3,1,0,2,2,1,1,1,2,1,2,2,4,0,4,4,5,5,3,3,2,1,3,2,1,1,0,0,0,0,0,2,1,4,5,6,7,5,6,9,7,7,2,0,0,1,0,0,0,0,1,1,0,0,2,1,3,1,3,1,0,0,0,0,0
2022-04-03 06:00:00,0,0,1,0,2,0,2,1,1,0,0,0,0,1,1,1,0,5,6,7,8,1,6,3,2,3,1,0,3,0,2,0,1,0,1,3,3,5,7,7,8,6,7,0,6,2,0,1,0,1,1,0,0,2,1,0,3,0,2,1,2,1,3,2,0,1,0,0
2022-04-03 07:00:00,0,2,4,3,1,1,3,3,1,2,0,0,1,3,3,2,2,5,6,7,9,7,7,6,0,0,7,3,1,2,5,1,4,3,3,5,6,7,10,11,8,12,11,8,5,4,0,0,1,1,1,2,3,4,5,1,0,5,4,2,2,2,2,3,2,0,0,0
2022-04-03 08:00:00,0,3,4,5,5,3,3,3,3,2,1,0,1,4,3,5,6,5,7,9,10,10,8,7,4,6,6,5,0,4,3,2,1,0,4,9,12,16,21,23,14,24,15,23,17,12,5,2,0,1,0,0,0,2,3,0,3,4,2,2,3,3,4,1,1,0,0,0
2022-04-03 09:00:00,0,1,5,6,8,2,9,8,4,2,0,0,2,4,7,10,11,8,12,9,12,11,11,11,9,10,8,6,4,6,3,2,1,0,5,9,12,15,18,18,20,20,19,22,20,4,2,0,0,3,1,2,3,4,2,0,6,3,4,6,5,6,5,3,2,0,0,0
2022-04-03 10:00:00,0,1,3,2,4,0,3,6,4,6,7,5,2,2,4,5,5,10,11,13,14,15,12,9,6,10,9,8,8,6,7,3,2,2,4,5,12,18,15,19,19,20,18,12,12,6,4,4,2,3,6,2,6,8,4,0,9,11,9,5,5,5,3,4,2,0,0,0
2022-04-03 11:00:00,0,3,4,6,7,5,7,7,6,9,8,9,8,4,3,6,7,6,6,3,9,9,10,15,15,13,12,14,12,10,8,7,6,2,2,9,10,12,16,18,17,16,16,15,13,6,0,4,3,10,9,8,3,9,5,4,12,13,11,12,11,11,10,7,4,1,0,0
2022-04-03 12:00:00,0,2,0,2,3,3,4,6,7,3,1,2,0,2,11,12,14,15,16,19,22,22,19,15,13,11,13,13,10,9,8,1,4,3,4,7,10,12,13,17,19,20,19,20,18,9,8,7,3,8,12,13,12,14,7,25,26,8,16,20,19,18,16,11,5,1,0,0
2022-04-03 13:00:00,0,4,0,5,7,7,5,8,7,8,7,4,3,5,7,9,8,9,10,10,14,10,13,12,10,14,14,17,17,10,11,9,7,5,2,11,13,18,22,24,26,22,21,18,15,6,7,6,5,5,4,3,3,4,6,6,9,12,7,7,6,10,7,8,4,0,0,0
2022-04-03 14:00:00,0,3,6,6,3,7,8,8,7,10,7,8,2,10,11,13,12,12,13,14,16,19,17,16,9,15,14,6,13,6,6,4,4,2,6,8,10,13,14,18,17,16,15,14,12,6,3,3,0,3,5,1,3,7,2,8,5,2,7,7,13,12,5,5,4,3,0,0
2022-04-03 15:00:00,0,5,6,7,9,11,12,11,11,9,8,3,5,6,5,6,8,9,10,9,15,14,11,12,13,11,12,11,10,9,8,4,1,3,4,8,13,19,13,15,16,16,15,11,14,7,6,9,2,6,4,1,4,4,6,3,6,7,4,9,8,6,3,10,5,1,0,0
2022-04-03 16:00:00,0,4,2,10,12,13,5,2,9,12,11,10,8,7,6,6,6,7,6,6,8,9,9,18,14,13,19,14,11,10,10,8,6,3,2,4,6,9,12,8,11,13,3,15,12,9,6,4,0,3,4,5,6,8,9,5,7,6,3,7,6,5,3,4,3,2,0,0
2022-04-03 17:00:00,0,1,3,4,5,7,7,7,6,9,9,8,7,5,4,5,6,8,10,3,12,0,14,20,18,18,18,18,17,16,14,13,9,4,3,8,10,12,15,17,18,18,20,20,18,12,11,7,6,9,6,6,5,5,5,6,9,1,9,9,6,5,6,3,4,2,0,0
2022-04-03 18:00:00,0,4,3,8,10,9,10,11,12,13,11,10,9,6,5,7,5,5,5,8,8,6,9,23,22,23,22,20,17,14,13,11,8,6,4,6,7,8,9,11,10,13,18,10,18,10,10,6,5,7,8,6,5,7,6,7,8,8,6,8,7,0,2,4,2,0,0,0
2022-04-03 19:00:00,0,2,3,0,5,2,5,6,5,6,4,5,4,3,5,8,6,5,4,3,10,2,6,19,18,17,18,18,16,15,9,8,3,1,1,5,5,9,11,12,12,7,11,6,11,9,8,7,6,8,7,2,0,3,3,2,3,4,4,8,7,8,8,7,6,4,0,0
2022-04-03 20:00:00,0,2,1,3,3,3,5,7,5,8,9,4,2,8,6,4,4,3,5,4,0,0,0,18,16,19,14,15,10,6,18,12,9,4,2,1,3,5,7,9,9,10,9,7,7,6,4,5,3,2,4,6,5,4,4,0,5,5,2,6,7,8,2,5,1,0,0,0
2022-04-03 21:00:00,0,1,1,1,2,1,4,4,5,7,6,4,5,3,4,3,2,1,2,3,3,2,4,17,18,17,18,21,19,18,13,11,8,5,0,1,2,3,4,5,6,6,6,5,6,7,6,6,5,3,1,3,2,1,0,2,3,0,4,4,3,3,4,2,2,1,0,0
2022-04-03 22:00:00,0,1,0,1,2,3,4,0,4,7,4,6,3,7,3,3,2,5,6,3,3,4,6,21,22,24,21,19,13,12,9,8,3,2,2,1,2,5,7,4,6,5,7,6,6,12,10,7,1,6,3,5,2,2,3,0,2,1,1,3,2,3,1,1,0,0,0,0
2022-04-03 23:00:00,0,1,0,1,3,0,4,2,4,4,2,3,1,2,6,6,5,3,2,0,0,2,5,14,13,9,10,11,8,9,8,6,4,3,0,1,1,1,0,0,2,0,3,1,3,4,4,2,1,3,1,0,0,0,0,0,0,2,2,5,1,0,2,1,1,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,2,0,3,2,0,3,0,1,1,0,0,0,4,0,6,7,8,0,1,9,7,5,6,5,0,4,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,0,1,1,0,2,1,0,1,0,1,2,0,1,2,3,4,4,7,9,10,12,11,11,4,3,2,2,1,1,0,0,0,0,0,3,7,10,12,13,16,18,19,10,18,13,5,1,6,5,1,0,1,0,2,4,0,0,3,2,2,3,0,0,1,0,0,0,0
2022-04-04 06:00:00,0,2,2,3,4,3,2,0,3,2,0,3,0,4,3,4,4,14,17,19,23,22,21,6,0,0,4,5,4,0,1,1,0,0,5,16,21,27,29,22,27,29,28,26,21,3,1,0,1,0,1,1,1,2,1,1,3,2,2,2,2,3,0,1,0,0,0,0
2022-04-04 07:00:00,0,4,6,7,7,9,11,10,5,4,3,2,4,5,6,15,17,34,40,29,34,36,27,7,5,8,7,6,6,7,6,4,2,0,16,28,31,40,43,44,50,52,53,51,43,7,6,5,4,4,3,5,1,6,7,0,7,5,5,4,4,1,0,2,0,0,0,0
2022-04-04 08:00:00,0,3,6,8,9,10,8,9,8,8,6,7,8,9,8,11,13,25,31,45,52,51,46,20,19,20,19,14,11,12,9,6,2,1,9,17,22,30,36,37,39,41,43,46,42,14,12,8,7,8,7,7,8,12,13,13,13,14,10,13,12,10,7,6,3,2,0,0
2022-04-04 09:00:00,1,2,6,4,5,8,8,8,6,5,5,4,4,9,11,9,10,11,13,12,15,13,12,12,11,10,7,8,9,6,5,4,3,2,5,10,13,16,21,21,22,22,25,36,29,6,6,2,6,4,4,5,6,3,4,6,8,8,5,7,8,7,4,5,4,3,0,0
2022-04-04 10:00:00,0,3,4,5,6,6,6,8,5,3,2,1,2,4,4,6,4,9,11,11,14,13,14,13,13,12,11,12,10,8,5,2,4,4,4,6,10,11,13,12,14,14,21,25,23,7,6,5,6,4,3,5,4,4,7,8,9,8,6,5,5,3,3,3,1,2,0,0
2022-04-04 11:00:00,0,4,2,2,5,5,7,6,3,4,3,3,1,3,4,5,5,10,7,11,9,9,10,13,12,9,9,9,5,6,6,5,3,1,5,8,9,10,14,15,14,12,12,13,12,8,7,6,2,4,3,3,3,4,4,5,7,8,6,11,9,4,8,5,3,2,0,0
2022-04-04 12:00:00,0,1,3,3,8,3,8,7,6,7,3,6,5,4,7,8,6,7,7,8,10,11,10,15,14,16,13,11,9,6,5,6,2,5,3,8,9,11,12,14,12,11,10,9,9,7,7,3,6,4,4,7,5,6,7,8,11,11,6,7,8,3,4,4,3,0,0,0
2022-04-04 13:00:00,0,5,5,3,7,5,8,6,5,6,5,5,6,5,3,4,6,5,6,5,11,8,9,11,10,12,11,11,7,8,9,2,7,5,3,3,5,11,13,12,16,11,11,11,10,7,7,4,4,5,4,5,4,5,6,6,8,10,9,8,7,6,5,3,4,3,0,0
2022-04-04 14:00:00,0,2,3,5,7,5,6,8,5,8,3,7,6,7,9,10,9,8,10,12,13,16,17,17,17,16,14,14,14,11,9,6,3,1,2,5,8,7,9,9,9,8,11,12,10,9,2,1,8,6,4,3,1,3,5,5,6,6,3,6,5,6,3,3,2,1,0,0
2022-04-04 15:00:00,0,3,4,7,10,10,11,12,9,10,11,8,6,8,9,8,9,11,11,11,12,12,12,22,25,25,23,21,15,14,9,7,3,4,3,6,8,9,16,19,20,22,22,22,17,19,8,15,12,12,10,10,9,7,7,8,8,6,7,9,8,8,9,6,3,1,0,0
2022-04-04 16:00:00,0,7,4,8,7,3,6,7,6,9,8,6,6,6,9,7,8,6,7,8,10,11,12,30,27,28,28,27,24,22,17,12,7,5,4,9,11,8,12,10,13,12,12,12,8,11,10,10,8,8,8,6,5,7,7,8,7,10,6,11,10,8,7,10,6,5,0,0
2022-04-04 17:00:00,0,2,2,6,6,7,9,12,12,13,9,11,6,9,11,11,12,13,11,14,22,24,25,28,24,25,24,17,21,17,12,11,7,3,1,3,6,10,12,12,13,14,13,13,11,15,12,12,9,8,7,8,8,6,8,0,6,7,7,13,9,9,8,6,5,3,0,0
2022-04-04 18:00:00,0,5,6,8,9,10,12,13,13,16,13,11,10,11,10,10,12,12,13,14,19,7,24,46,45,44,44,45,42,35,22,18,10,7,6,4,6,8,12,14,13,16,14,16,13,22,20,10,8,8,5,5,5,4,5,6,7,6,5,12,9,7,9,6,3,2,0,0
