Unnamed: 0,1_군포공영차고지,2_군포보건소,3_수리산역,4_5단지입구,5_도장중학교,6_산본공업고등학교,7_둔전초등학교,8_엘림복지원,9_군포문화예술회관,10_장미아파트,11_산본2동행정복지센터,12_산본래미안아파트,13_삼성아파트입구,14_금정역,15_산본1동,16_산본고가도로,17_미도아파트.메트로병원,18_명학초교,19_성결대.안양아트센터.명학역,20_만안구청,21_농림축산검역본부,22_서안양우체국,23_우체국사거리.안양초교.중화한방병원,24_비산농협,25_비산사거리.이마트,26_비산롯데캐슬,27_미륭아파트,28_삼호아파트,29_종합운동장,30_수촌마을,31_관양중학교,32_중촌마을,33_부림마을,34_인덕원역4호선.인덕원성당,35_린파밀리에,36_갈현동부대,37_찬우물,38_정보과학도서관,39_과천주공2.3단지,40_정부과천청사,41_KT과천지사,42_경기도립과천도서관앞,43_과천8.9단지,44_과천성당,45_환경사업소,46_선바위역,47_안골,48_식유촌우면성당.서초호반써밋,49_서초힐스아파트,50_서초힐스아파트,51_네이처힐5단지,52_성촌마을입구,53_형촌마을입구,54_서초아트자이아파트,55_서초동삼성아파트,56_서초역1번출구,57_지하철2호선교대역2,58_서초동유원아파트,59_롯데칠성,60_신분당선강남역,61_래미안아파트.파이낸셜뉴스(중),62_뱅뱅사거리,63_양재역.서초문화예술회관,64_일동제약사거리,65_현대빌라.에코맘코리아,66_우성아파트.양재초등학교,67_KT삼거리,68_KT연구개발센터정문,69_서울시품질시험소한국교원단체총연합회,70_성촌마을입구,71_형촌마을입구,72_서초힐스아파트,73_서초호반써밋,74_식유촌우면성당.서초호반써밋,75_안골,76_선바위역,77_환경사업소,78_과천성당,79_과천10단지,80_경기도립과천도서관앞,81_KT과천지사,82_정부과천청사,83_과천주공2.3단지,84_찬우물,85_갈현동부대,86_린파밀리에,87_인덕원역4호선,88_동편마을입구,89_부림마을,90_중촌마을,91_관양중학교,92_수촌마을,93_종합운동장,94_삼호아파트,95_동양월드타워,96_대림아파트,97_삼성래미안아파트,98_비산사거리.이마트,99_진흥아파트,100_서안양우체국,101_농림축산검역본부,102_만안구청,103_성결대.안양아트센터.명학역,104_명학초교,105_미도아파트.메트로병원,106_산본고가도로,107_산본1동,108_금정역,109_산본1동입구,110_산본시장,111_13단지아파트입구,112_산본2동행정복지센터,113_우방아파트,114_군포문화예술회관,115_남천병원.서울시남부기술교육원,116_극동아파트,117_둔전초등학교,118_산본공업고등학교,119_철쭉동산.철쭉공원,120_5단지입구,121_수리산역.5단지,122_군포보건소,123_군포공영차고지
2022-03-26 13:00:00,0,2,4,0,0,5,16,25,25,25,28,30,28,16,18,11,17,14,15,19,19,21,25,18,21,19,20,21,20,20,18,19,23,23,24,23,24,24,21,18,18,17,17,12,15,20,19,16,14,14,16,18,20,19,16,14,14,15,14,10,10,13,13,14,13,10,0,9,13,14,17,19,21,20,19,9,0,9,9,11,13,6,11,8,0,12,13,11,12,10,13,14,15,16,15,0,11,17,18,18,17,13,14,15,17,16,12,18,16,11,11,10,9,8,5,4,3,3,0,0,1,0,0
2022-03-26 14:00:00,0,1,2,0,0,2,3,5,3,4,0,11,10,8,7,0,0,7,9,10,16,13,12,9,15,15,18,17,18,18,19,19,18,12,12,10,17,9,16,13,15,13,9,0,3,7,6,0,10,13,15,14,16,16,11,11,10,10,9,12,11,12,14,14,13,12,0,0,6,13,11,13,12,14,0,8,0,9,6,7,10,11,12,6,8,11,14,15,4,14,15,14,18,17,13,14,13,20,21,19,18,15,14,5,15,14,12,12,11,10,9,8,4,6,4,3,2,0,0,1,1,0,0
2022-03-26 15:00:00,0,0,1,0,0,2,3,4,5,0,6,7,8,8,9,2,0,8,10,15,8,16,19,19,15,14,6,13,11,11,12,11,9,10,13,11,15,6,13,12,13,13,14,15,13,12,0,12,15,15,14,15,20,17,9,10,8,7,7,13,12,13,14,16,11,16,15,0,16,13,9,12,6,0,6,14,17,16,17,16,20,0,8,10,21,4,22,23,23,22,19,14,17,7,18,14,15,20,22,22,18,18,17,6,5,6,16,16,16,13,12,10,8,7,2,1,2,0,0,0,0,0,0
2022-03-26 16:00:00,0,1,2,0,2,4,5,6,7,5,8,9,11,9,4,10,9,8,12,12,16,15,14,14,14,14,16,15,16,11,11,10,8,9,0,0,0,12,6,8,9,10,9,3,10,8,6,6,7,7,17,17,18,14,13,6,8,5,8,10,11,13,14,17,12,16,15,0,16,16,16,12,15,14,13,9,10,0,10,11,9,9,0,4,13,0,13,12,14,12,19,23,23,20,18,15,16,24,24,21,17,15,14,11,9,4,7,15,13,11,10,8,6,8,4,4,3,3,1,2,0,0,0
2022-03-26 17:00:00,0,1,3,6,0,3,4,6,0,7,8,9,6,10,12,8,0,7,14,12,13,4,12,11,17,0,15,15,12,13,10,9,9,5,8,0,8,7,8,6,10,11,10,8,6,12,11,10,10,9,8,10,13,10,8,7,9,9,7,19,20,22,25,24,22,23,0,16,22,24,24,23,21,26,19,22,22,21,19,17,16,12,13,11,10,0,25,18,25,20,23,23,24,18,26,13,25,28,30,20,12,11,9,8,7,0,7,15,14,17,1,5,14,12,7,6,2,1,0,0,1,0,0
2022-03-26 18:00:00,0,1,1,0,0,2,1,2,5,4,2,10,8,9,15,15,14,6,13,12,6,16,15,13,14,11,10,5,7,5,7,8,7,6,4,3,5,7,7,7,9,5,8,3,7,8,0,3,7,0,8,10,10,11,5,11,7,8,12,19,20,23,23,26,23,19,22,0,22,20,17,15,14,0,19,11,20,12,19,18,19,17,18,13,15,12,24,23,23,20,20,21,24,25,22,21,12,16,14,13,11,9,9,6,10,9,0,10,9,9,9,5,4,7,5,3,2,1,0,0,0,0,0
2022-03-26 19:00:00,0,1,2,0,2,1,2,0,1,0,4,1,3,8,5,3,4,1,11,16,18,19,17,13,11,10,10,9,9,7,6,7,6,9,0,0,10,1,7,5,8,7,6,6,3,9,8,7,6,4,7,10,7,8,7,4,9,10,12,14,6,6,19,20,19,18,0,0,8,19,17,11,12,7,0,8,0,9,11,5,12,6,7,0,19,8,22,21,19,20,24,24,28,27,26,25,24,27,31,25,21,17,16,9,0,14,12,17,16,15,14,13,12,10,9,5,4,3,0,2,0,0,0
2022-03-26 20:00:00,0,0,1,0,0,0,3,2,1,2,0,3,4,6,7,0,0,7,9,8,12,9,6,11,12,4,13,14,9,8,8,9,8,5,0,0,0,3,1,3,6,7,6,5,3,15,3,12,7,3,1,5,6,6,6,4,4,5,8,10,12,12,13,14,13,13,0,10,12,9,7,5,3,0,14,13,13,12,11,9,11,12,11,0,0,0,13,14,14,15,14,12,11,12,11,8,7,13,13,12,9,5,9,8,3,0,2,7,8,7,7,0,4,6,5,0,3,0,0,2,0,0,0
2022-03-26 21:00:00,0,0,2,0,0,1,2,1,2,0,0,0,4,5,9,2,1,7,5,6,6,8,0,1,9,9,8,5,9,6,5,5,8,7,0,2,2,5,6,6,7,2,6,7,3,14,0,13,10,7,5,9,4,8,4,6,7,6,9,14,11,15,16,18,14,15,0,0,9,10,7,8,9,4,0,9,10,11,12,9,12,11,12,0,0,11,15,17,18,16,18,16,15,17,15,16,16,18,19,14,13,10,11,9,12,10,9,11,2,8,7,0,9,6,0,4,5,4,3,1,0,0,0
2022-03-26 22:00:00,2,2,3,0,1,2,2,2,3,4,0,3,2,6,9,8,5,2,7,5,6,6,8,7,5,6,7,0,6,6,5,2,3,5,0,0,0,0,6,4,6,0,4,5,6,13,4,11,10,8,5,4,4,6,5,4,7,8,7,13,14,15,18,22,20,21,0,0,19,18,18,8,0,0,0,17,8,16,15,14,13,12,13,12,0,4,16,11,15,12,10,13,11,12,11,8,12,13,10,6,8,4,8,5,0,4,1,16,15,13,13,12,11,9,7,5,4,1,2,1,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,1,0,3,4,0,5,7,7,7,10,9,0,8,11,11,12,4,14,12,12,11,12,12,11,11,11,9,7,10,6,7,8,0,9,9,0,0,8,7,7,19,18,16,14,11,10,9,7,3,4,3,8,4,9,14,14,17,21,23,21,20,19,18,17,16,15,12,14,0,9,10,0,9,12,11,12,10,7,8,0,13,14,14,13,11,12,11,12,13,13,9,10,12,13,12,10,7,6,2,6,0,5,20,19,10,9,8,7,2,5,2,4,2,0,1,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,1,0,0,0,0,1,2,3,2,2,3,0,0,3,0,4,7,0,6,5,0,0,0,0,6,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,0,0,0,2,0,0,3,0,2,2,0,0,3,0,6,6,5,5,0,7,7,7,0,6,7,7,7,1,6,2,0,5,3,6,2,5,3,3,1,4,0,0,4,3,4,5,6,0,7,5,3,4,5,6,4,3,2,2,3,5,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,1,0,0,1,2,1,3,0,4,0,2,3,4,5,3,1,3,3,5,0,5,6,7,8,6,7,6,8,9,12,11,10,5,4,0,8,10,7,5,0,3,0,1,6,0,1,7,8,9,11,12,11,9,6,4,1,3,4,3,4,1,5,0,4,0,0,5,6,6,6,6,5,4,4,6,3,0,4,5,4,4,6,4,2,5,6,0,7,8,6,4,0,5,4,5,7,5,5,4,4,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,1,2,2,1,1,2,3,0,1,2,3,2,2,2,2,0,4,5,6,5,4,9,8,8,4,0,9,9,8,10,12,12,9,0,3,0,4,3,3,6,1,7,8,3,6,5,4,6,5,4,6,5,6,4,3,4,3,2,3,2,2,0,0,0,3,0,2,3,6,7,8,0,9,0,5,6,7,0,1,5,8,2,0,0,0,3,5,8,9,10,0,3,12,13,0,12,5,4,3,4,3,3,0,1,1,2,3,1,4,2,1,5,0,0,0,3,0,0,0,0,0,0
2022-03-27 08:00:00,0,0,1,0,0,1,0,3,4,5,6,4,5,8,5,4,9,7,10,11,13,14,15,14,17,19,20,20,20,22,21,18,17,11,8,6,11,12,13,8,8,9,11,9,6,8,0,9,8,10,8,11,14,11,10,8,7,5,4,5,1,3,4,5,4,0,0,0,4,3,6,5,6,3,4,4,0,3,2,1,2,0,0,0,0,0,9,9,3,7,8,10,9,3,8,6,8,8,5,9,8,5,4,0,3,0,2,2,1,0,0,0,0,0,3,0,5,3,0,3,2,0,0
2022-03-27 09:00:00,0,2,5,6,0,4,6,7,7,6,9,7,7,5,5,7,8,3,10,11,12,13,15,14,15,17,18,15,17,19,23,26,20,17,7,0,12,18,16,11,10,9,13,11,8,9,0,4,8,5,11,12,11,10,10,8,7,6,5,5,4,3,4,5,4,3,0,0,5,4,7,8,0,0,0,5,6,5,5,3,3,3,2,0,0,0,4,0,0,3,5,5,6,4,5,8,7,8,9,7,5,1,5,0,0,0,4,4,1,0,4,0,0,0,6,2,6,5,0,3,0,0,0
2022-03-27 10:00:00,0,3,6,0,3,5,7,4,5,8,6,8,6,8,1,0,9,10,14,11,24,12,26,22,24,25,26,26,25,20,18,16,14,12,13,0,14,13,11,9,11,6,12,4,3,5,0,8,9,10,12,7,14,5,8,5,4,2,3,3,2,3,3,3,2,5,0,0,4,8,10,12,11,0,0,10,0,11,9,7,5,4,5,0,0,0,4,2,2,5,10,10,4,11,6,3,10,11,12,11,10,4,9,8,7,0,6,6,7,6,9,8,6,3,3,1,3,3,0,2,0,0,0
2022-03-27 11:00:00,0,1,1,2,0,3,4,5,1,6,5,3,5,4,5,4,3,3,5,2,9,6,10,10,10,11,5,12,4,13,12,15,14,12,13,0,0,12,14,12,13,15,14,12,10,13,12,9,14,13,17,18,20,18,18,12,12,6,6,4,4,3,1,2,3,2,1,1,3,3,4,8,0,6,0,4,0,2,3,2,4,2,0,0,0,3,7,1,9,7,6,10,9,8,7,11,9,7,8,0,9,8,7,8,2,8,6,7,5,5,4,2,0,5,7,5,6,3,1,1,0,0,0
2022-03-27 12:00:00,0,4,4,0,6,7,13,16,19,22,22,23,20,11,12,13,7,9,16,19,19,9,20,15,12,10,8,9,17,10,12,16,17,15,3,14,17,16,15,8,5,5,9,6,7,10,0,9,11,10,11,13,14,13,12,9,6,4,10,7,6,7,7,9,10,4,11,4,10,7,8,7,8,0,9,7,11,0,10,9,10,13,11,0,15,0,14,13,14,11,9,11,8,11,12,10,11,11,13,10,11,10,16,16,17,16,10,11,10,10,9,8,7,7,4,5,5,6,0,5,4,1,0
2022-03-27 13:00:00,0,1,6,0,0,4,5,5,7,0,6,4,7,5,6,7,8,7,7,9,9,8,11,9,13,16,18,14,19,18,20,22,20,16,15,0,17,15,15,13,13,11,8,6,7,9,0,6,11,12,12,13,14,12,11,10,9,10,16,15,14,12,10,9,9,10,11,0,10,12,12,14,8,0,0,10,10,9,7,10,7,8,9,10,0,0,10,5,0,8,8,12,13,5,5,4,9,7,6,5,8,4,3,9,3,6,5,10,9,12,9,7,6,0,0,0,3,1,3,0,2,0,0
2022-03-27 14:00:00,0,3,2,0,0,6,9,5,10,11,8,9,7,6,8,9,5,8,11,14,15,0,17,13,11,13,12,9,7,12,5,10,12,8,5,7,7,8,7,8,10,9,10,9,6,9,9,11,12,12,11,13,14,12,14,17,9,8,10,8,9,12,16,18,14,9,0,12,14,16,19,20,13,21,14,14,0,15,10,4,15,15,6,0,0,0,21,17,18,15,11,10,13,14,15,16,8,19,16,13,11,12,13,13,2,8,12,10,7,10,7,4,4,0,4,2,4,0,0,3,2,0,0
2022-03-27 15:00:00,0,2,1,0,0,3,0,10,11,12,5,12,10,9,10,11,0,3,9,11,13,0,16,15,13,14,11,6,16,13,12,10,9,11,12,0,0,11,6,10,11,4,7,6,6,11,10,9,8,4,6,7,9,10,6,8,6,9,11,12,11,10,12,15,15,14,0,0,13,12,18,11,19,0,9,13,9,6,0,14,12,10,11,9,0,10,11,12,11,11,13,14,9,0,6,12,11,12,13,12,10,9,9,9,6,0,5,5,2,6,6,5,0,5,1,4,0,1,3,2,0,0,0
2022-03-27 16:00:00,0,0,1,3,0,0,3,4,0,3,4,5,5,5,8,6,1,7,8,13,14,14,16,17,16,15,15,13,13,11,10,9,9,11,10,9,10,6,9,9,13,15,16,19,18,18,16,15,16,17,14,14,15,11,12,14,10,7,9,8,12,14,15,14,16,15,0,0,15,15,18,16,18,19,0,18,0,17,15,13,14,16,16,15,11,0,18,19,13,17,14,14,15,16,15,10,16,17,15,10,14,13,12,9,10,10,8,12,9,10,8,6,6,5,4,3,4,0,0,3,1,0,0
2022-03-27 17:00:00,0,3,0,0,0,3,3,5,0,0,6,7,8,10,9,8,8,11,13,10,11,0,13,10,9,10,0,0,11,12,10,7,8,8,0,3,4,0,2,5,12,11,8,9,11,16,0,15,13,14,12,10,13,9,8,7,8,8,9,9,8,12,10,9,10,11,0,0,10,11,12,5,12,5,0,7,9,10,11,11,11,10,10,10,9,0,12,11,9,10,13,12,9,13,13,12,13,17,22,20,16,13,9,8,4,0,7,17,16,14,9,7,6,3,2,5,0,1,1,0,0,0,0
2022-03-27 18:00:00,0,0,1,0,0,0,2,3,4,4,5,8,7,9,10,11,9,3,8,9,12,0,5,7,6,7,6,0,6,7,6,7,6,5,3,0,0,3,0,4,6,2,6,5,4,18,17,15,14,14,9,8,9,8,7,6,7,8,11,12,20,19,21,22,12,25,0,24,25,22,21,19,21,0,0,23,0,8,23,22,18,17,17,6,0,16,21,21,22,20,16,15,13,14,15,16,15,15,17,16,14,14,15,0,14,13,8,9,8,8,9,8,6,5,4,3,3,1,0,0,0,0,0
2022-03-27 19:00:00,0,0,1,0,0,0,3,0,0,1,4,5,5,5,6,2,0,5,5,7,9,8,9,10,9,4,0,0,6,7,7,3,6,4,0,0,4,3,2,4,4,0,4,8,0,5,4,0,6,4,3,2,2,4,0,6,7,5,10,12,10,13,13,12,16,10,0,0,5,16,14,12,12,0,13,6,0,8,7,0,8,7,9,8,0,4,13,15,14,13,21,19,18,18,17,7,12,14,15,13,11,6,6,0,5,4,0,9,8,6,5,4,2,3,0,0,1,0,0,0,0,0,0
2022-03-27 20:00:00,0,1,0,0,0,1,2,0,1,2,3,4,3,2,6,3,4,6,5,6,0,0,8,0,11,8,8,6,7,7,8,3,6,2,0,1,0,5,5,5,5,3,5,0,5,5,3,4,5,5,3,2,3,3,5,1,5,6,1,11,6,9,14,14,14,11,0,0,13,13,11,13,13,0,7,13,11,11,10,11,13,12,15,17,0,0,29,10,25,23,23,19,13,14,17,8,11,10,12,9,8,7,4,3,1,3,6,8,5,9,7,6,4,3,2,1,2,3,0,1,3,1,0
2022-03-27 21:00:00,0,1,2,0,0,2,2,3,3,2,4,0,3,4,4,3,2,3,4,5,3,4,5,8,9,9,6,10,7,8,7,8,3,6,0,0,0,0,3,5,6,2,5,2,0,10,6,9,8,5,6,5,4,4,4,4,8,4,9,9,12,12,14,16,8,15,0,0,13,12,11,0,9,8,8,10,8,8,8,7,10,0,9,4,0,0,21,20,17,15,14,17,18,20,19,18,18,17,18,16,11,10,8,7,7,5,5,20,18,17,15,14,8,8,4,7,5,2,0,0,0,0,0
2022-03-27 22:00:00,0,0,1,0,0,0,1,1,3,2,0,0,0,7,3,0,0,6,1,5,4,0,3,2,4,5,0,0,5,6,0,6,7,6,6,5,0,0,7,6,4,1,6,0,5,23,0,20,17,15,7,4,0,6,3,8,9,3,7,8,9,10,11,11,9,10,0,0,10,9,10,9,7,0,0,9,10,9,6,7,12,13,14,12,0,0,11,10,10,9,9,8,9,0,8,7,12,9,10,9,8,8,9,8,7,0,6,9,0,8,2,5,7,8,8,5,0,2,0,2,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,0,0,5,3,4,0,4,3,6,0,6,0,5,5,4,3,3,5,0,2,4,3,0,1,0,0,2,0,0,6,2,1,3,1,3,0,0,2,0,3,2,2,4,5,5,5,7,8,8,7,0,0,6,5,5,4,4,4,3,2,6,4,6,2,8,9,2,0,0,0,19,18,17,17,16,15,16,15,14,12,10,10,5,8,7,4,3,2,0,0,0,9,10,8,4,6,6,5,3,2,1,0,2,1,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,2,0,0,4,3,5,0,0,7,8,9,1,0,11,12,13,16,17,9,18,21,13,23,0,26,0,30,34,35,35,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,2,0,0,3,7,2,5,6,5,5,7,6,7,9,5,8,10,7,13,14,17,18,20,17,20,12,21,22,25,27,25,26,25,23,18,32,31,28,29,13,15,28,26,0,24,23,19,20,22,24,25,22,17,10,5,6,5,3,2,2,5,5,0,6,4,0,0,3,5,6,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,1,1,0,1,5,13,17,18,20,19,23,18,10,7,7,6,1,8,10,15,15,15,17,21,22,22,20,21,24,24,24,25,26,25,19,21,22,20,21,21,23,23,24,23,24,0,13,7,14,15,17,20,16,11,8,6,5,3,5,4,4,6,4,5,5,0,5,6,9,13,17,20,10,16,6,0,3,3,5,4,4,4,3,4,5,6,0,5,8,10,11,12,0,7,8,10,11,10,10,8,10,11,6,12,11,9,2,0,0,1,0,0,1,0,0,2,4,0,2,0,0,0
2022-03-28 07:00:00,1,2,3,4,0,8,14,23,24,27,29,33,26,14,13,9,14,11,13,20,26,27,29,29,35,42,42,46,46,49,52,51,51,46,45,46,45,44,40,38,38,38,37,38,33,34,33,33,37,41,43,46,48,37,30,24,15,18,17,13,11,10,11,11,10,10,0,9,11,23,30,35,17,36,32,12,12,8,13,4,7,10,14,13,6,13,10,11,10,11,15,17,19,18,16,18,19,19,20,17,17,15,12,8,14,15,13,10,0,9,8,0,0,7,8,7,15,19,18,13,4,1,0
2022-03-28 08:00:00,0,6,15,17,9,14,22,32,34,35,39,45,43,24,26,29,13,24,23,27,36,33,41,36,41,45,47,45,47,43,48,51,43,39,41,39,46,46,38,28,32,32,34,35,29,31,30,29,30,32,28,30,33,24,28,25,17,21,18,10,9,12,14,13,12,11,10,8,8,9,10,12,22,27,24,20,19,17,17,17,14,17,20,21,22,23,24,14,22,23,20,20,19,19,19,18,19,24,25,21,14,13,10,12,14,10,13,40,38,32,32,31,29,23,10,9,11,13,13,10,7,2,0
2022-03-28 09:00:00,0,2,3,0,0,3,8,9,6,10,8,8,11,9,11,10,9,9,11,15,19,20,21,19,19,23,22,20,18,18,19,20,19,18,19,18,0,17,18,16,14,12,13,15,13,13,11,25,28,27,27,30,33,27,23,17,14,12,8,5,4,5,7,7,7,2,0,7,4,10,14,22,25,11,22,6,8,6,6,7,9,5,8,9,0,8,11,3,10,14,13,18,21,20,18,18,19,18,17,16,13,10,9,8,9,6,10,10,7,9,8,7,7,4,3,2,3,4,0,1,0,0,0
2022-03-28 10:00:00,0,1,2,0,0,3,4,0,5,6,7,10,9,8,7,8,6,7,11,12,16,18,17,17,17,16,15,13,15,13,12,13,12,8,0,10,8,9,13,12,12,10,13,10,12,14,15,16,15,17,15,15,16,15,12,9,8,9,8,8,7,6,6,5,6,6,0,0,5,4,7,8,9,0,3,4,5,4,2,0,5,4,2,0,0,3,6,7,6,6,7,9,10,12,10,14,15,18,18,14,11,12,9,0,1,7,7,6,4,3,6,2,5,4,0,1,2,2,0,0,1,0,0
2022-03-28 11:00:00,0,1,2,0,1,2,9,10,3,11,13,16,14,8,4,5,7,4,7,9,8,10,14,12,13,12,13,14,13,15,11,11,12,10,8,0,0,8,9,7,8,6,9,7,8,6,0,4,4,5,5,7,9,8,8,8,5,5,4,7,11,12,13,12,9,10,0,0,6,6,5,4,6,5,0,6,7,4,4,3,6,8,7,8,0,6,10,7,8,10,13,12,15,7,6,14,12,13,10,14,11,7,8,7,8,7,7,6,1,5,6,0,2,1,0,5,3,2,2,0,1,0,0
2022-03-28 12:00:00,0,2,5,3,4,7,4,6,7,7,6,8,10,9,9,0,10,5,11,11,14,13,15,14,12,13,13,14,13,14,12,13,13,11,11,10,6,10,12,12,11,9,11,11,10,9,7,9,10,9,10,10,6,9,10,9,8,8,6,7,8,10,10,9,9,8,0,7,9,10,8,10,10,11,12,9,0,8,5,0,6,3,6,5,6,5,9,0,9,10,11,12,12,14,12,11,10,12,16,13,12,8,7,5,4,7,6,8,8,4,5,1,4,4,0,2,5,7,1,5,1,0,0
2022-03-28 13:00:00,0,2,4,3,0,3,9,8,9,10,11,10,9,7,6,6,9,8,9,19,18,10,22,13,14,16,17,12,11,9,12,14,16,17,0,0,14,11,9,7,3,6,5,5,2,4,6,6,7,6,8,10,11,10,10,10,8,7,7,9,7,11,11,7,0,10,0,0,9,7,0,9,7,9,0,6,7,3,12,9,8,6,9,7,5,6,9,0,3,9,12,10,10,9,8,9,11,15,12,15,15,11,9,0,8,0,7,6,6,6,5,0,3,5,4,3,4,4,3,3,0,0,0
