Unnamed: 0,1_우방아파트,2_은천성결교회,3_신사동주민센터,4_봉림교,5_신림사거리.신림역,6_서원동승리교앞,7_서원동문화교앞,8_서림동주민센터.신화단지,9_삼성동시장,10_대학동고시촌입구,11_서울산업정보학교.삼성교,12_청담고시원,13_우리슈퍼,14_명호고시원,15_동작마트,16_제일성도교회,17_삼양슈퍼,18_금성마트용천사,19_삼양슈퍼,20_제일성도교회,21_동작마트,22_쑥고개입구,23_서원동문화교앞,24_신림사거리,25_신림사거리.신림역,26_봉림교,27_남부초교후문,28_신사동주민센터.신사시장,29_건영유치원,30_신대방역,31_우방아파트
2022-03-12 18:00:00,2,0,3,1,13,13,12,15,18,22,23,22,18,15,13,11,5,0,2,0,4,5,6,3,7,4,3,3,1,2,0
2022-03-12 19:00:00,0,0,2,2,12,17,15,14,16,17,16,13,10,13,11,10,5,2,1,2,0,3,4,4,5,4,3,2,0,1,0
2022-03-12 20:00:00,0,0,0,0,11,14,15,16,18,15,18,7,13,9,10,6,3,0,1,3,0,2,7,3,10,8,4,2,0,1,0
2022-03-12 21:00:00,1,2,3,0,14,18,17,15,16,14,16,12,10,6,11,7,5,1,0,0,0,2,0,3,10,7,3,1,0,3,0
2022-03-12 22:00:00,0,0,0,0,10,14,7,12,12,11,14,13,9,7,6,8,3,0,0,0,0,0,1,4,8,0,4,1,0,2,0
2022-03-12 23:00:00,0,0,0,0,13,12,12,12,10,13,12,10,9,8,9,8,5,1,3,0,0,6,4,2,10,6,2,1,0,2,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,2,4,5,4,3,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,3,2,0,1,2,0,2,0,1,0,0
2022-03-13 07:00:00,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,1,7,5,2,0,1,3,0,0,0
2022-03-13 08:00:00,1,2,4,5,3,4,0,3,4,3,2,0,1,1,2,0,0,2,5,3,5,6,10,4,2,0,2,1,1,0,0
2022-03-13 09:00:00,1,5,6,2,3,3,4,5,6,6,5,1,3,3,3,2,1,5,6,4,8,10,10,7,7,6,6,7,6,1,0
2022-03-13 10:00:00,1,4,3,3,3,5,0,4,3,1,3,0,1,0,0,1,0,2,4,3,5,7,7,5,6,6,5,3,2,0,0
2022-03-13 11:00:00,3,3,5,0,6,7,6,5,5,0,3,4,2,3,5,4,1,4,4,6,7,12,13,5,5,0,4,3,1,0,0
2022-03-13 12:00:00,2,4,7,6,4,4,6,7,8,7,6,5,4,4,3,2,2,2,4,6,8,12,7,7,2,1,2,3,2,1,0
2022-03-13 13:00:00,2,5,8,7,7,11,13,13,12,9,8,0,7,6,7,6,2,2,4,6,8,10,11,4,3,0,2,3,2,1,0
2022-03-13 14:00:00,3,0,0,0,4,5,4,6,8,5,9,5,4,2,0,1,2,3,6,8,6,9,10,6,3,2,3,4,3,0,0
2022-03-13 15:00:00,1,3,6,0,11,13,11,8,5,6,9,0,8,6,5,6,4,5,7,5,8,13,13,7,6,5,4,4,0,1,0
2022-03-13 16:00:00,4,1,1,0,7,11,0,5,12,5,13,12,10,8,0,6,0,2,3,5,6,6,7,7,12,11,7,8,2,5,0
2022-03-13 17:00:00,1,3,4,0,16,18,0,16,20,17,16,14,12,11,7,1,8,1,1,4,6,4,5,3,5,4,3,2,0,1,0
2022-03-13 18:00:00,0,1,1,0,11,12,14,7,10,9,17,9,12,10,11,9,7,2,3,0,4,5,3,3,4,0,3,2,1,2,0
2022-03-13 19:00:00,1,0,1,1,9,10,0,10,11,10,0,5,7,6,7,5,2,0,3,0,0,6,5,5,7,0,5,1,4,3,0
2022-03-13 20:00:00,0,0,1,0,9,16,12,14,11,13,14,13,12,6,7,11,6,1,2,0,0,3,4,2,7,1,3,0,0,2,0
2022-03-13 21:00:00,1,1,3,0,14,16,15,13,11,15,15,14,12,11,4,6,4,0,1,0,2,4,5,2,6,0,3,0,0,4,0
2022-03-13 22:00:00,2,0,0,0,8,11,10,8,10,8,8,7,4,2,14,13,10,1,0,0,1,1,1,0,5,0,3,2,0,1,0
2022-03-13 23:00:00,0,0,0,0,8,11,0,10,9,10,9,4,7,1,4,0,4,0,0,1,0,0,0,1,10,0,5,1,0,2,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,2,4,6,5,3,0,2,2,1,1,0,0,2,0,0,1,0,3,6,7,12,12,4,6,1,0,2,4,3,0,0
2022-03-14 07:00:00,6,9,17,16,3,6,7,8,8,5,4,2,3,6,0,0,5,8,15,25,31,32,30,9,1,0,1,12,10,1,0
2022-03-14 08:00:00,7,10,19,17,8,7,5,6,10,11,3,2,2,3,3,1,2,9,16,24,29,40,44,12,3,1,5,15,13,1,0
2022-03-14 09:00:00,5,11,14,10,4,0,3,2,2,3,0,0,2,0,2,1,0,4,6,9,10,13,14,5,3,2,4,3,2,0,0
2022-03-14 10:00:00,3,6,3,4,3,4,4,3,8,4,7,2,0,0,5,2,4,2,5,6,7,12,15,4,2,2,1,2,0,1,0
2022-03-14 11:00:00,1,2,4,3,6,8,8,7,10,9,8,4,6,0,6,3,1,2,3,5,5,9,10,4,3,0,1,3,1,0,0
2022-03-14 12:00:00,0,0,3,2,3,5,5,9,9,10,11,10,6,5,9,4,2,3,7,8,7,5,3,4,5,0,2,2,1,1,0
2022-03-14 13:00:00,2,3,4,5,6,5,6,7,11,9,11,0,10,5,4,8,2,3,5,5,6,7,9,9,11,9,5,2,1,1,0
2022-03-14 14:00:00,4,0,7,1,4,3,3,5,5,6,10,9,8,6,9,5,5,2,3,5,6,6,6,4,5,2,2,0,0,2,0
2022-03-14 15:00:00,1,2,2,1,12,12,7,13,16,15,15,10,12,6,11,9,6,2,3,4,0,5,3,2,8,0,4,4,2,3,0
2022-03-14 16:00:00,3,2,1,3,12,12,11,12,16,14,17,16,13,10,10,9,5,1,2,3,4,6,8,4,9,8,2,4,2,1,0
2022-03-14 17:00:00,2,0,2,4,16,19,17,17,18,18,20,17,12,11,12,9,6,1,2,2,0,4,4,3,8,1,3,4,0,4,0
2022-03-14 18:00:00,2,4,5,1,24,29,23,24,22,22,27,20,19,18,21,20,12,2,3,5,0,6,6,4,18,17,12,8,7,3,0
2022-03-14 19:00:00,0,0,0,1,22,26,26,20,24,25,26,22,18,15,20,17,7,3,3,5,1,7,8,7,11,10,5,6,2,5,0
2022-03-14 20:00:00,1,4,0,5,10,13,12,15,14,15,14,11,10,5,8,7,3,0,1,0,2,2,3,2,12,0,5,1,1,2,0
2022-03-14 21:00:00,2,0,1,0,13,12,13,14,13,12,13,12,9,7,9,8,3,1,3,0,2,0,0,2,11,8,2,1,0,4,0
2022-03-14 22:00:00,2,1,0,0,10,14,8,11,9,10,13,7,8,6,7,1,6,2,0,1,1,3,2,3,10,5,4,1,0,1,0
2022-03-14 23:00:00,1,1,2,2,9,13,12,10,9,6,8,7,6,4,4,3,2,0,0,0,1,1,2,2,3,9,4,1,0,2,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,3,4,7,6,5,0,0,0,4,3,0,0,2,1,0,0,0,2,5,7,8,8,6,6,2,1,2,4,3,0,0
2022-03-15 07:00:00,4,9,15,14,3,1,3,4,4,2,3,0,2,4,3,2,1,8,18,28,34,18,33,6,4,0,2,15,12,2,0
2022-03-15 08:00:00,5,13,23,24,9,8,0,9,10,6,5,4,4,3,3,2,1,9,12,20,29,58,48,11,5,5,8,21,18,0,0
2022-03-15 09:00:00,3,7,12,13,2,3,3,2,4,3,3,2,1,0,0,0,0,2,8,10,11,14,30,7,4,1,3,4,3,2,0
2022-03-15 10:00:00,0,1,2,0,5,6,6,5,7,6,5,1,4,0,4,2,4,2,4,5,4,5,5,4,2,0,0,3,1,3,0
2022-03-15 11:00:00,2,0,3,2,4,4,0,5,8,9,9,5,7,8,0,6,5,1,4,5,5,4,5,3,3,2,1,2,0,0,0
2022-03-15 12:00:00,2,0,4,1,2,3,0,4,6,4,7,6,1,0,5,4,3,2,4,7,8,10,10,4,6,2,5,3,1,1,0
2022-03-15 13:00:00,2,2,3,0,4,6,2,0,6,5,5,0,4,4,5,4,1,2,4,5,8,7,5,3,6,0,4,2,0,2,0
2022-03-15 14:00:00,1,3,4,4,10,10,0,9,15,16,12,0,12,11,10,7,3,2,4,5,8,8,8,5,8,6,2,2,0,0,0
2022-03-15 15:00:00,3,4,3,5,11,12,13,12,12,12,18,17,14,10,9,10,6,2,4,3,3,6,4,1,3,0,1,3,0,2,0
2022-03-15 16:00:00,1,1,3,4,9,11,12,14,19,20,22,20,19,16,13,14,8,3,4,6,5,9,7,8,8,9,8,3,1,1,0
2022-03-15 17:00:00,2,3,4,1,17,19,18,16,19,22,25,23,18,9,17,13,8,4,4,5,5,8,0,6,9,8,5,2,0,2,0
2022-03-15 18:00:00,1,3,3,2,24,31,30,26,28,28,29,27,22,17,18,13,7,2,0,3,4,3,5,6,11,0,6,2,1,4,0
2022-03-15 19:00:00,1,2,2,2,29,32,30,28,25,24,27,26,18,15,16,14,8,2,2,0,0,4,3,4,10,6,6,2,1,3,0
2022-03-15 20:00:00,1,0,1,2,12,13,5,14,17,19,21,13,14,13,12,8,4,1,0,3,1,2,4,3,11,10,7,2,0,1,0
2022-03-15 21:00:00,2,2,3,0,13,16,14,12,11,15,15,9,14,13,11,10,4,1,0,0,0,5,1,2,9,3,6,5,0,2,0
2022-03-15 22:00:00,1,2,0,0,11,13,12,10,12,14,20,11,15,14,14,10,5,0,0,0,1,2,3,5,13,0,5,4,3,1,0
2022-03-15 23:00:00,1,0,1,0,6,8,0,9,0,0,11,10,9,4,7,2,4,0,0,0,0,2,0,3,8,0,6,4,0,3,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,2,3,5,3,3,0,2,0,1,1,0,0,1,0,1,0,0,4,5,7,7,8,10,6,1,0,1,2,1,0,0
2022-03-16 07:00:00,4,7,11,11,4,3,2,4,5,4,4,0,3,5,2,3,4,8,17,26,32,19,30,7,3,2,3,12,10,1,0
2022-03-16 08:00:00,3,11,19,18,7,6,5,6,7,6,6,4,3,2,3,0,2,6,12,22,27,39,39,11,5,4,7,12,8,1,0
2022-03-16 09:00:00,4,6,13,14,3,3,2,1,4,3,0,0,4,0,5,3,2,3,9,10,13,21,32,7,3,1,2,4,5,1,0
2022-03-16 10:00:00,2,5,10,7,5,6,7,1,8,5,4,0,3,2,3,1,2,3,2,5,5,6,6,4,3,1,1,4,2,0,0
2022-03-16 11:00:00,3,3,5,0,6,9,6,6,8,7,9,0,7,0,8,6,3,2,4,7,9,9,4,5,4,0,2,1,0,1,0
2022-03-16 12:00:00,1,2,4,5,5,7,6,0,8,7,9,4,8,6,5,2,1,3,2,3,5,6,6,4,3,2,2,2,0,0,0
2022-03-16 13:00:00,2,5,8,7,4,5,6,5,8,7,7,6,5,5,5,3,4,3,4,8,10,9,8,4,7,2,5,3,2,1,0
2022-03-16 14:00:00,3,2,4,0,9,11,7,8,16,15,14,9,11,5,10,9,3,2,5,4,4,4,4,3,4,2,2,1,0,0,0
2022-03-16 15:00:00,1,2,3,3,11,11,7,11,13,13,18,17,14,12,13,12,4,2,3,5,5,7,7,4,5,1,4,3,2,2,0
2022-03-16 16:00:00,1,3,4,2,9,10,11,11,15,14,16,13,15,14,15,14,8,2,2,0,3,5,11,4,9,0,6,4,2,2,0
2022-03-16 17:00:00,1,1,0,2,13,15,17,19,19,18,20,8,16,15,15,11,8,2,3,5,6,7,5,3,8,7,4,3,1,2,0
2022-03-16 18:00:00,3,3,2,3,36,38,36,34,28,29,32,15,18,16,16,12,8,1,2,4,5,6,5,6,18,9,7,3,0,2,0
2022-03-16 19:00:00,1,0,2,2,22,29,30,32,27,22,23,22,17,13,16,13,6,1,2,0,0,3,1,2,13,12,9,7,6,4,0
2022-03-16 20:00:00,1,2,3,3,10,15,17,15,16,14,13,11,9,8,11,10,6,1,2,0,0,2,3,3,12,0,6,2,0,3,0
2022-03-16 21:00:00,1,1,2,0,12,14,12,12,13,13,13,12,10,9,9,4,6,1,2,0,1,4,5,3,9,7,4,3,2,2,0
2022-03-16 22:00:00,0,1,0,0,14,15,12,14,3,10,16,14,11,10,13,9,5,0,2,3,0,2,2,3,7,6,3,2,0,1,0
2022-03-16 23:00:00,0,0,1,0,15,17,16,15,13,14,15,12,10,8,7,6,4,0,0,0,0,1,0,2,6,5,1,0,0,5,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,2,5,7,5,1,1,0,0,1,1,2,1,2,0,1,0,0,3,6,7,7,10,12,6,0,0,1,3,0,0,0
2022-03-17 07:00:00,4,9,13,12,5,2,4,3,6,5,3,2,4,3,0,0,2,7,17,27,31,30,35,11,2,1,2,9,7,1,0
2022-03-17 08:00:00,10,16,26,23,11,10,9,7,9,7,7,5,5,2,4,3,4,6,10,19,35,35,34,9,4,3,6,20,16,1,0
2022-03-17 09:00:00,4,6,9,11,4,5,1,6,6,4,5,0,4,2,3,2,0,4,10,14,17,19,20,8,6,1,3,9,8,1,0
2022-03-17 10:00:00,1,0,5,0,3,5,2,4,5,0,4,4,4,2,3,3,2,3,7,9,11,11,10,3,1,0,0,6,3,1,0
2022-03-17 11:00:00,2,1,5,2,5,7,9,5,9,7,7,4,5,4,4,2,1,3,4,9,11,7,11,5,3,0,1,4,3,1,0
2022-03-17 12:00:00,1,2,4,0,4,7,8,3,9,5,5,3,4,3,3,1,1,3,6,7,6,6,10,3,2,0,1,2,1,0,0
2022-03-17 13:00:00,1,2,3,0,5,4,0,3,7,6,7,4,9,4,4,3,1,3,5,3,5,6,4,5,5,2,3,2,1,1,0
2022-03-17 14:00:00,1,2,3,3,7,8,7,8,10,9,13,0,12,0,11,10,5,4,5,7,4,6,5,5,7,2,4,1,3,1,0
2022-03-17 15:00:00,1,1,2,1,9,7,8,10,12,13,13,12,10,9,9,7,5,0,2,5,1,8,10,4,4,2,3,2,1,1,0
2022-03-17 16:00:00,3,6,8,7,12,13,13,14,18,19,19,15,13,12,14,12,7,3,4,5,7,7,7,5,9,0,5,1,0,1,0
2022-03-17 17:00:00,3,2,3,4,14,18,19,14,19,14,22,21,19,17,16,11,9,1,3,3,4,5,6,5,14,7,6,5,3,3,0
2022-03-17 18:00:00,3,3,7,8,20,22,23,19,21,20,23,21,19,16,17,16,8,0,2,3,4,0,0,3,10,13,6,3,2,1,0
2022-03-17 19:00:00,4,4,6,5,24,31,28,19,27,29,28,27,19,18,19,16,7,2,3,2,3,4,5,6,22,17,7,5,0,6,0
2022-03-17 20:00:00,2,0,0,3,14,16,17,15,14,14,19,18,12,11,5,9,5,1,2,0,0,4,6,9,14,7,8,2,0,3,0
2022-03-17 21:00:00,1,0,1,0,12,15,14,13,13,13,15,14,11,10,10,8,3,1,1,0,0,4,0,3,8,6,7,3,2,2,0
2022-03-17 22:00:00,0,0,3,0,19,19,17,17,16,9,20,15,11,9,11,9,5,1,0,0,2,3,0,4,11,10,5,5,2,4,0
2022-03-17 23:00:00,0,0,0,0,13,14,15,18,14,11,19,12,16,12,12,8,4,0,0,0,0,1,0,0,6,0,3,1,0,1,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,2,4,4,5,2,1,0,1,0,1,2,1,1,0,0,0,0,2,4,5,7,6,8,4,1,0,2,4,3,0,0
2022-03-18 07:00:00,6,13,20,6,2,3,4,3,9,1,3,1,0,2,0,0,0,9,20,26,28,34,38,8,3,0,2,8,4,1,0
2022-03-18 08:00:00,5,14,21,20,8,7,7,8,13,11,7,3,8,5,0,7,3,3,7,27,32,55,47,7,6,2,7,10,8,1,0
2022-03-18 09:00:00,2,6,9,10,4,4,5,0,4,5,4,0,2,3,2,2,1,4,7,11,13,15,22,4,3,0,4,5,4,2,0
2022-03-18 10:00:00,3,1,5,4,4,2,4,4,6,6,6,4,3,3,3,2,1,1,3,8,9,13,10,7,3,0,4,5,4,2,0
2022-03-18 11:00:00,2,3,4,2,4,5,6,5,9,6,6,5,5,4,3,2,1,1,1,2,2,4,5,3,3,0,2,2,0,0,0
2022-03-18 12:00:00,1,2,3,0,5,4,4,5,11,12,13,0,11,6,5,9,3,3,5,6,3,12,9,3,4,3,1,2,1,1,0
2022-03-18 13:00:00,2,3,2,0,7,6,8,7,10,8,11,0,9,4,10,7,5,2,5,6,8,13,14,3,4,1,4,3,0,0,0
2022-03-18 14:00:00,2,4,5,6,9,9,11,3,12,11,15,7,11,10,9,7,6,3,5,6,8,10,8,13,5,3,4,2,0,1,0
2022-03-18 15:00:00,2,3,6,5,8,9,10,10,12,12,14,10,13,9,15,11,5,2,3,4,4,5,8,3,7,3,5,2,1,3,1
2022-03-18 16:00:00,2,3,3,0,13,14,12,12,17,11,18,16,15,12,13,10,5,2,4,4,0,5,5,5,13,5,6,4,3,1,0
2022-03-18 17:00:00,2,3,0,0,15,16,15,12,15,14,15,13,10,9,11,8,5,3,4,4,5,6,6,3,11,3,9,4,3,2,0
2022-03-18 18:00:00,2,2,3,5,24,28,26,23,20,19,20,17,18,17,19,18,17,2,6,5,6,3,5,4,11,8,5,3,0,3,0
2022-03-18 19:00:00,1,2,2,3,17,22,21,20,19,19,19,17,13,13,15,13,9,2,0,2,5,4,6,3,14,13,9,1,0,4,0
2022-03-18 20:00:00,2,2,1,0,13,15,12,11,14,15,15,14,13,11,10,9,4,1,1,0,2,4,5,3,7,6,3,0,0,4,0
2022-03-18 21:00:00,2,0,3,0,16,17,14,11,13,16,19,16,6,0,17,16,7,1,0,2,0,1,3,2,12,9,4,1,0,3,0
2022-03-18 22:00:00,0,0,0,0,13,16,6,9,6,9,9,2,6,5,6,2,3,0,0,0,1,1,1,2,10,9,7,2,0,5,0
2022-03-18 23:00:00,1,2,3,0,16,19,14,13,18,14,13,13,12,11,10,9,5,0,2,0,0,4,3,2,7,5,2,1,0,3,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 06:00:00,1,2,4,3,4,0,0,3,0,0,1,2,1,0,2,0,1,2,6,7,8,3,11,2,0,0,0,0,0,0,0
2022-03-19 07:00:00,1,2,1,2,3,2,2,0,3,2,2,1,2,2,1,1,0,2,5,8,8,9,11,3,2,0,0,3,0,0,0
2022-03-19 08:00:00,4,5,7,8,3,5,4,3,5,4,0,0,2,0,3,1,2,2,4,6,7,6,8,4,2,1,3,4,2,2,0
2022-03-19 09:00:00,2,4,8,7,4,5,4,6,4,3,0,0,2,0,1,0,0,2,6,8,10,10,11,6,2,0,1,2,0,1,0
2022-03-19 10:00:00,1,2,4,1,7,3,0,6,7,6,4,3,1,7,5,3,0,3,6,3,5,8,10,6,2,1,1,3,2,1,0
2022-03-19 11:00:00,1,3,5,0,4,6,5,4,6,3,5,0,2,4,5,4,2,3,6,8,9,7,8,4,3,3,3,6,5,0,0
2022-03-19 12:00:00,2,3,3,3,6,7,1,0,9,9,5,8,5,4,5,2,3,1,4,8,10,14,15,7,3,0,3,4,2,0,0
2022-03-19 13:00:00,1,3,5,5,9,12,11,12,13,11,11,7,8,7,0,5,3,2,5,7,8,10,12,7,4,0,1,2,1,0,0
2022-03-19 14:00:00,1,2,3,2,14,11,10,12,13,14,13,12,10,8,9,7,4,4,6,3,9,12,14,4,5,3,4,5,1,2,0
2022-03-19 15:00:00,2,4,5,0,9,12,13,12,16,16,18,17,15,8,17,14,7,3,6,6,5,12,10,4,3,0,2,1,0,0,0
2022-03-19 16:00:00,1,1,3,4,9,11,10,9,10,14,14,12,11,9,8,7,4,2,5,10,13,20,23,4,8,6,3,3,0,1,0
2022-03-19 17:00:00,2,5,14,4,17,19,18,20,19,18,21,11,10,8,8,7,6,3,6,7,8,9,7,4,7,6,2,2,0,0,0
2022-03-19 18:00:00,2,2,4,5,11,20,21,8,21,20,23,22,16,5,15,10,4,2,6,6,7,10,13,5,7,6,2,2,0,3,0
2022-03-19 19:00:00,1,0,3,0,12,14,0,12,16,16,20,17,19,13,12,11,6,2,1,0,4,8,7,1,6,5,3,2,0,3,0
2022-03-19 20:00:00,0,0,0,0,10,19,18,17,21,14,11,0,10,9,7,8,7,0,0,0,0,2,1,0,4,1,3,1,0,4,0
2022-03-19 21:00:00,2,0,1,3,11,12,0,11,11,12,13,12,9,6,10,4,4,1,3,1,2,4,0,4,8,4,6,1,0,3,0
2022-03-19 22:00:00,1,0,2,1,14,15,0,13,14,15,9,14,13,12,13,7,5,1,0,0,0,0,2,1,8,7,5,2,0,0,0
2022-03-19 23:00:00,0,0,1,0,11,17,17,17,18,14,0,12,10,9,0,8,4,1,0,2,0,3,0,2,5,4,2,1,0,1,0
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 06:00:00,1,1,2,3,4,2,3,3,2,0,0,0,0,1,0,0,0,2,2,2,3,5,5,1,0,0,0,0,0,0,0
2022-03-20 07:00:00,1,3,5,0,2,2,0,2,3,2,3,2,2,0,3,1,0,1,3,4,9,3,14,11,2,0,1,2,1,1,0
