Unnamed: 0,1_송파레미니스후문,2_신흥운수입구,3_오금동사거리,4_송파도서관,5_오금공원앞,6_오금역2번출구,7_오금공원사거리,8_오금동대림아파트,9_방이동대림코오롱아파트,10_신구블레스밸리,11_방이초등학교,12_방이시장입구,13_서울방이동고분군,14_방이우체국,15_송파나루역,16_송파구청.방이맛골,17_잠실역8번출구,18_잠실역.롯데월드,19_잠실5단지,20_잠실새내역.잠실2동주민센터,21_잠실엘스아파트앞,22_종합운동장사거리,23_잠실종합운동장,24_강남경찰서면허시험장,25_삼성역7번출구,26_봉은사역3번출구.삼성1파출소,27_청담역.경기고교,28_진흥아파트,29_강남구청.강남세무서,30_청담동래미안아파트,31_강남구청역,32_세관앞,33_논현동사거리.학동역,34_영동시장,35_논현사거리.논현역5번출구,36_반포역,37_고속터미널,38_센트럴시티,39_고속터미널,40_반포역,41_논현사거리.논현역4번출구,42_영동시장,43_논현동사거리.학동역,44_세관앞,45_강남구청역,46_삼성동서광아파트,47_강남구청.강남세무서,48_진흥아파트청담역,49_청담역.경기고교,50_봉은사.삼성1파출소앞,51_무역센타,52_강남경찰서.강남운전면허시험장,53_잠실종합운동장,54_종합운동장사거리,55_잠실새내역4번출구,56_잠실트리지움아파트앞,57_잠실역.롯데월드,58_잠실역1번.11번출구,59_송파구청.방이맛골,60_방이동사거리,61_송파나루역,62_서울방이동고분군,63_방이시장입구,64_방이초등학교,65_올림픽공원남2문,66_신구블레스밸리앞,67_방이동대림코오롱아파트,68_오금동대림아파트,69_오금공원사거리,70_오금역3번출구,71_가락현대5차아파트,72_우창아파트,73_송파참병원,74_인애가요양병원,75_송파레미니스후문
2022-03-25 23:00:00,0,0,0,1,0,0,1,2,5,4,3,5,0,1,3,7,5,0,0,1,6,5,4,0,7,6,5,1,6,5,4,5,4,3,2,1,1,0,7,3,6,7,6,8,2,10,12,10,0,8,9,5,7,10,17,17,17,34,33,23,22,19,14,12,6,13,7,5,4,7,3,6,4,1,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,0,0,0,0,0,2,3,4,0,6,6,0,2,0,9,8,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,1,1,1,2,0,0,2,3,3,5,6,8,2,3,7,6,4,5,3,0,6,5,4,3,5,3,3,7,0,0,6,1,2,3,2,2,1,0,2,0,3,0,5,4,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,3,0,1,0,2,2,1,3,4,3,6,3,5,6,6,5,3,3,0,0,2,1,0,0,3,2,1,2,2,0,3,1,2,1,1,0,0,0,3,0,3,4,6,4,3,2,4,1,0,5,0,0,4,2,1,3,3,6,3,4,0,2,3,0,1,2,0,0,1,0,0,1,1,0,0
2022-03-26 07:00:00,2,3,5,5,4,3,0,0,2,4,7,8,7,6,8,6,3,5,1,2,1,2,1,0,1,3,3,4,6,5,4,3,2,1,1,0,0,0,1,3,2,1,1,0,0,0,3,1,0,1,0,0,0,0,0,3,2,3,3,0,3,2,4,0,2,1,2,1,0,0,0,1,0,0,0
2022-03-26 08:00:00,4,4,8,10,7,3,4,7,8,9,13,16,18,19,18,18,9,8,8,6,6,5,7,0,6,8,8,6,4,5,3,0,4,3,0,0,0,0,2,4,5,7,8,3,10,0,7,9,9,7,3,2,3,0,4,4,3,7,1,6,8,4,6,7,2,8,6,3,3,3,0,2,2,1,0
2022-03-26 09:00:00,6,4,6,7,6,8,11,12,11,13,18,23,25,27,26,20,9,11,12,11,6,5,4,7,9,8,6,5,3,1,5,5,2,3,4,2,1,0,2,3,5,3,6,7,6,8,6,7,8,8,7,6,8,9,9,3,9,11,8,7,11,12,9,5,8,10,8,6,2,5,4,3,1,0,0
2022-03-26 10:00:00,4,6,8,9,6,5,7,11,12,15,17,24,25,29,27,26,13,10,11,11,9,7,11,10,4,7,7,6,5,5,5,6,3,3,0,0,0,1,5,7,4,10,9,8,5,6,5,8,12,8,9,7,6,6,8,8,7,12,11,12,8,12,11,9,10,9,9,5,2,3,1,1,0,1,0
2022-03-26 11:00:00,5,7,8,13,13,9,11,13,14,15,15,21,21,23,26,23,12,14,12,10,10,11,6,0,7,9,10,6,9,7,7,6,4,3,2,1,0,2,6,5,2,7,6,5,5,7,9,5,6,5,4,5,6,6,12,9,11,13,12,10,7,0,9,7,6,6,5,4,0,5,3,1,0,0,0
2022-03-26 12:00:00,2,3,4,6,5,5,6,13,15,14,17,18,19,20,20,20,17,14,15,14,15,12,10,9,5,6,3,9,8,8,6,5,4,3,4,2,4,1,7,0,8,12,13,12,10,14,16,15,14,16,16,0,16,18,18,17,14,17,17,16,10,9,9,10,8,5,9,7,8,5,4,4,2,1,0
2022-03-26 13:00:00,3,5,6,7,8,7,9,16,21,23,28,27,30,32,32,26,14,17,17,15,8,8,9,5,8,8,9,10,11,8,11,9,7,5,1,4,1,3,8,7,7,10,12,9,13,17,18,15,17,14,11,13,15,17,21,21,23,23,18,14,17,15,13,12,13,11,8,4,4,5,3,3,1,0,0
2022-03-26 14:00:00,4,3,6,6,7,8,8,11,13,14,16,18,19,28,26,22,11,15,13,10,10,9,4,10,5,9,5,4,6,7,8,6,6,5,1,2,2,1,8,5,12,11,12,14,13,14,17,18,20,18,16,12,18,20,22,21,19,30,26,22,19,15,12,11,11,10,5,5,6,5,1,4,1,0,0
2022-03-26 15:00:00,1,3,0,5,7,8,4,10,13,15,18,23,24,26,27,31,16,17,15,13,14,13,12,11,12,13,12,10,11,9,10,6,8,5,4,3,0,2,4,5,5,6,10,12,12,14,15,16,17,18,20,23,26,21,21,11,22,29,29,22,20,12,13,12,11,9,7,4,5,3,0,0,0,0,0
2022-03-26 16:00:00,3,5,3,6,4,5,7,11,13,17,20,21,22,23,21,17,12,13,11,13,13,11,7,6,8,9,10,9,9,8,8,7,5,4,3,1,0,2,4,6,5,7,10,5,8,9,15,17,21,22,20,21,26,26,28,26,31,38,30,25,23,15,12,8,13,11,10,6,6,4,2,5,3,1,0
2022-03-26 17:00:00,1,0,3,6,8,9,11,22,34,35,36,38,34,32,30,28,18,19,17,16,12,10,11,0,15,8,14,10,10,8,9,7,6,7,2,0,1,0,12,4,4,10,5,6,8,10,12,14,16,12,13,15,20,21,21,16,24,24,22,18,19,20,16,16,16,14,12,9,7,6,4,2,0,0,0
2022-03-26 18:00:00,1,2,4,5,6,6,6,7,7,8,12,21,13,21,17,17,14,15,14,11,12,11,0,11,9,6,7,5,8,6,7,6,7,5,4,3,0,1,2,3,3,4,9,8,5,4,7,8,5,0,11,12,11,12,24,23,21,32,31,29,29,23,19,15,14,9,10,7,6,7,6,5,2,2,0
2022-03-26 19:00:00,2,1,3,4,1,2,4,8,11,10,11,13,14,12,12,12,10,7,8,9,6,5,3,3,5,10,9,6,7,8,6,9,6,3,4,1,0,1,7,9,7,5,8,9,1,10,5,11,11,5,6,9,9,11,18,19,19,24,23,19,19,18,16,14,13,11,11,11,5,4,3,2,2,1,0
2022-03-26 20:00:00,1,0,3,1,2,0,2,3,4,3,3,4,5,6,6,5,4,9,7,7,6,5,4,0,8,7,6,6,6,5,4,6,5,4,5,3,2,3,4,2,1,2,3,4,0,4,6,7,6,8,10,10,12,13,15,16,19,29,25,20,17,19,14,13,14,12,10,10,8,3,2,5,2,1,0
2022-03-26 21:00:00,0,0,2,1,0,2,0,2,5,8,9,11,12,4,14,19,18,14,11,17,12,1,13,11,12,13,11,9,8,7,6,5,7,5,2,1,0,0,4,4,4,4,3,4,4,6,7,5,7,7,9,13,13,14,17,18,20,23,24,20,19,16,11,10,8,5,7,7,6,9,8,6,3,0,0
2022-03-26 22:00:00,1,1,1,2,0,0,2,4,9,0,8,10,12,13,6,23,14,15,14,13,14,13,14,15,17,15,12,10,9,7,8,4,5,3,1,0,0,0,1,2,3,4,6,5,4,5,3,4,6,6,10,10,9,6,13,10,13,13,12,20,19,16,14,11,11,10,9,10,9,11,9,6,3,2,0
2022-03-26 23:00:00,0,0,0,1,0,0,0,1,1,2,2,3,0,0,4,8,6,8,0,3,10,8,2,0,7,7,6,5,5,3,7,7,6,4,4,1,0,0,2,0,2,3,2,3,4,3,3,0,4,3,2,0,0,9,18,19,20,27,30,29,22,27,19,19,18,17,13,12,10,13,0,9,3,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,2,0,0,3,1,0,0,2,3,0,3,4,5,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,1,0,0,0,0,1,2,1,0,2,2,1,3,0,0,0,2,4,3,4,0,5,0,5,6,4,4,0,1,0,5,4,5,3,2,2,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,3,0,2,1,1,2,2,3,2,3,0,5,4,0,5,4,2,2,3,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,3,0,2,0,0,0,3,1,2,0,4,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0
2022-03-27 07:00:00,2,1,0,0,1,0,0,2,1,3,4,5,6,4,7,6,2,2,0,0,3,2,0,0,1,1,1,1,2,1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,2,3,5,0,3,2,1,0,0,2,0,0,5,4,3,0,4,2,2,1,2,0,3,2,0,2,1,0,0,0
2022-03-27 08:00:00,4,3,3,4,4,3,2,4,5,7,10,12,12,15,7,12,7,7,4,5,2,4,3,2,3,4,0,3,6,1,5,2,4,4,3,0,0,0,4,2,3,6,7,6,3,2,3,2,2,1,0,0,2,3,3,4,2,4,3,3,3,0,3,2,2,1,2,0,0,0,0,0,0,0,0
2022-03-27 09:00:00,2,5,2,6,7,6,7,10,8,13,14,16,14,16,14,11,5,4,4,5,5,2,4,0,1,2,4,3,5,4,3,2,5,5,4,3,1,0,2,2,4,4,5,5,4,6,5,9,11,5,2,0,4,5,6,2,7,11,9,7,8,4,7,3,6,5,3,2,0,0,0,2,0,1,0
2022-03-27 10:00:00,2,0,7,3,7,5,9,11,11,17,18,19,14,18,20,16,6,7,10,9,11,10,11,0,5,11,10,8,6,7,6,5,3,1,1,1,0,0,2,1,1,1,3,4,5,4,4,6,6,5,4,2,6,4,4,5,6,6,3,5,6,5,6,4,5,5,2,4,2,2,0,0,1,0,0
2022-03-27 11:00:00,4,5,8,4,4,2,10,14,19,23,26,30,31,27,27,21,9,11,8,9,9,12,13,8,10,8,8,5,7,0,5,5,4,2,2,0,1,0,5,4,4,4,6,7,4,9,10,11,12,9,12,10,13,6,9,9,11,13,12,9,5,10,10,11,8,9,6,3,1,4,1,3,1,0,0
2022-03-27 12:00:00,2,3,4,6,5,4,3,5,6,10,11,14,13,12,15,16,7,6,6,7,6,5,6,4,4,7,5,5,6,5,1,3,5,3,5,3,1,2,4,6,8,5,8,9,7,8,8,7,10,9,7,9,2,10,10,12,15,21,20,11,10,7,7,8,0,6,5,1,5,3,3,1,0,0,0
2022-03-27 13:00:00,4,3,4,4,7,5,7,12,22,23,24,27,27,29,29,24,11,11,11,10,8,7,4,0,10,9,0,8,8,3,9,8,8,2,1,0,0,1,12,5,3,14,13,17,18,17,16,17,15,14,13,9,12,16,23,11,22,18,17,13,12,11,8,0,8,9,7,5,0,5,3,2,0,0,0
2022-03-27 14:00:00,4,8,0,7,9,8,12,15,18,20,21,27,26,0,27,22,15,16,14,15,14,11,9,8,9,9,6,8,9,10,9,6,7,5,4,2,2,1,8,6,7,11,12,6,7,7,10,8,11,9,6,5,4,6,10,8,19,14,16,13,0,11,9,9,9,7,5,5,1,3,3,2,0,0,0
2022-03-27 15:00:00,3,4,5,6,6,6,9,14,12,18,20,24,22,23,18,20,15,16,15,16,15,13,12,0,8,12,9,8,8,6,0,12,12,5,4,2,1,2,8,8,7,6,11,14,14,16,17,18,10,16,15,14,16,16,18,11,19,26,23,24,28,3,19,0,17,8,14,10,4,7,0,4,3,1,0
2022-03-27 16:00:00,4,5,6,7,7,5,7,10,14,13,16,19,19,17,17,14,11,12,13,8,8,6,7,6,13,16,15,13,13,15,17,14,15,12,10,9,3,1,7,0,10,12,13,12,5,8,7,10,11,11,16,9,15,19,20,20,23,31,28,27,27,22,19,16,17,18,14,9,8,6,3,9,1,0,0
2022-03-27 17:00:00,7,1,1,2,3,3,7,14,20,21,20,20,23,22,18,16,17,16,12,10,8,6,5,2,8,9,8,7,8,5,5,4,4,4,0,3,0,2,6,0,4,4,7,16,16,14,15,17,19,16,17,11,18,17,20,18,19,29,24,23,22,23,19,17,15,11,10,7,5,4,4,3,0,0,0
2022-03-27 18:00:00,1,3,1,8,4,9,11,16,22,24,25,9,27,8,24,24,16,14,12,7,8,8,8,7,7,8,7,6,5,4,5,0,4,2,3,0,3,1,10,8,7,5,9,9,8,9,10,9,10,9,9,11,11,10,13,7,11,22,25,27,27,25,18,17,15,15,12,10,9,8,7,3,1,0,0
2022-03-27 19:00:00,0,1,2,1,1,3,5,7,9,12,10,2,9,0,8,13,10,9,6,4,6,4,0,0,4,7,6,5,3,4,4,0,3,2,2,1,3,2,11,0,5,3,4,5,6,4,2,3,7,3,11,12,12,13,15,14,23,27,29,27,22,20,18,16,13,13,9,6,6,7,0,6,4,2,0
2022-03-27 20:00:00,3,4,1,1,0,0,2,1,5,4,11,15,9,10,15,19,12,11,12,8,8,6,7,9,5,8,5,5,7,0,4,6,3,1,4,2,3,0,5,12,8,3,7,1,6,6,4,5,5,5,6,2,7,7,10,0,13,25,28,29,30,28,20,19,17,16,11,7,4,6,3,5,3,0,0
2022-03-27 21:00:00,0,2,2,1,2,0,0,5,7,6,6,8,0,7,7,8,6,8,0,3,9,9,13,14,15,17,11,8,9,0,7,6,4,4,1,3,0,1,6,2,9,6,7,6,6,5,4,3,2,5,7,7,8,7,12,10,18,26,30,31,27,27,22,20,19,14,9,10,6,12,5,9,6,3,0
2022-03-27 22:00:00,0,1,2,3,1,4,5,6,11,0,0,12,13,14,13,13,7,7,0,3,5,3,0,4,5,10,10,7,8,6,5,0,3,3,0,0,0,0,3,2,4,3,5,6,0,2,7,8,8,3,9,2,8,12,14,6,9,25,28,29,28,25,21,19,18,15,15,13,10,5,9,5,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,8,3,2,2,3,4,3,0,0,4,0,0,5,4,1,5,2,1,0,2,1,0,0,2,0,2,3,5,1,5,2,2,1,0,4,0,0,4,8,12,11,14,19,15,18,12,11,11,5,10,6,5,3,2,4,0,2,0,1,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,1,2,4,3,1,0,6,4,3,8,15,16,8,20,0,21,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,1,1,2,3,1,0,1,2,1,3,4,6,7,4,7,6,7,10,8,11,15,8,10,11,12,10,9,6,13,0,12,6,6,3,2,4,3,1,3,5,6,6,5,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,6,10,12,14,11,10,4,4,5,7,8,10,11,14,12,13,10,9,4,7,2,8,7,5,6,7,6,6,6,6,7,4,3,2,1,0,0,0,2,3,4,4,4,2,1,4,4,7,8,3,3,2,4,1,2,0,3,4,0,0,1,3,2,3,4,3,2,2,0,0,0,0,0,0,0
2022-03-28 07:00:00,11,17,27,32,24,11,16,20,21,25,31,41,48,54,53,46,20,22,21,20,19,18,17,12,9,12,10,11,10,8,9,6,4,4,2,1,0,1,5,7,9,11,14,14,10,11,11,14,22,17,13,5,7,5,6,5,4,9,8,8,8,7,7,9,9,11,11,9,8,6,4,2,0,0,0
2022-03-28 08:00:00,10,13,19,19,13,9,13,16,18,20,31,41,40,42,45,41,23,24,22,25,20,26,25,21,22,30,26,24,21,20,27,10,6,5,5,3,3,2,10,10,15,18,17,11,12,14,15,52,54,45,22,7,6,9,13,5,15,24,20,15,16,13,9,9,8,12,8,10,9,5,4,5,1,0,0
2022-03-28 09:00:00,10,10,11,12,11,8,13,18,22,25,31,37,37,37,34,32,17,16,14,16,14,13,13,15,17,17,13,16,16,10,18,7,5,4,2,0,0,1,12,12,15,16,17,12,10,10,10,15,19,15,10,8,7,9,12,12,11,13,10,6,9,7,8,8,9,7,6,5,4,5,4,4,2,0,0
2022-03-28 10:00:00,1,3,4,7,6,4,2,8,14,14,15,17,16,16,15,17,10,10,8,7,8,6,9,8,8,10,9,8,8,7,4,8,5,2,1,0,0,0,4,5,5,5,7,7,7,10,10,9,9,7,6,6,3,5,6,6,9,10,11,13,14,4,11,10,9,5,7,5,5,7,3,6,0,0,0
2022-03-28 11:00:00,3,3,5,6,2,5,3,9,15,16,15,11,15,16,17,15,13,12,14,9,6,1,7,7,5,5,8,7,10,9,11,10,6,5,7,2,0,1,3,3,4,5,4,4,6,9,10,10,10,9,5,4,5,2,8,2,6,9,11,6,7,5,6,5,0,4,3,5,3,3,1,1,1,0,0
2022-03-28 12:00:00,3,4,3,4,5,3,6,7,8,11,15,16,14,14,16,16,8,10,9,10,10,9,4,0,8,7,4,6,7,6,7,7,6,4,5,6,2,1,4,0,7,8,14,13,11,10,7,8,8,7,7,2,8,7,9,8,8,12,14,4,13,12,11,9,8,7,5,3,2,4,4,1,3,1,0
2022-03-28 13:00:00,2,3,3,5,7,6,6,8,5,9,10,12,20,22,14,16,11,12,11,10,9,9,10,11,9,12,12,9,10,12,9,10,6,3,4,3,3,1,5,6,5,6,9,9,4,9,8,9,13,13,14,8,13,10,11,10,12,18,16,15,14,12,10,10,10,12,10,7,8,5,4,3,2,0,0
2022-03-28 14:00:00,3,4,5,8,7,5,4,9,9,9,11,12,16,13,17,14,11,13,8,9,8,9,0,9,9,11,8,11,14,15,12,10,6,5,3,4,2,4,6,7,8,12,10,11,11,10,16,15,10,12,10,9,10,12,15,15,12,15,11,7,8,6,10,9,7,7,6,4,7,6,4,3,1,0,0
2022-03-28 15:00:00,3,4,6,5,6,4,7,11,14,17,16,18,15,16,19,19,12,10,9,8,9,10,9,10,12,16,14,8,9,8,8,11,8,6,5,5,2,3,6,7,8,9,13,14,12,14,16,15,16,14,13,14,15,14,18,18,15,18,22,18,17,15,12,11,10,8,7,4,6,5,2,3,2,0,0
2022-03-28 16:00:00,3,4,6,12,10,9,10,13,12,13,15,16,15,14,15,14,9,16,15,13,4,10,5,14,13,13,14,5,11,10,12,10,8,6,5,3,2,3,5,6,8,10,14,14,14,11,12,11,13,11,11,10,11,13,14,15,16,27,29,26,23,20,18,16,12,12,11,7,8,8,6,7,5,1,0
2022-03-28 17:00:00,2,3,7,10,8,8,7,9,13,13,17,17,16,15,14,16,12,12,11,9,7,8,4,12,13,20,10,8,11,6,12,10,8,7,3,1,0,2,4,5,5,8,12,13,13,14,18,19,19,21,21,22,26,19,22,21,23,31,31,31,29,25,15,13,14,13,12,5,3,4,4,2,1,1,0
2022-03-28 18:00:00,4,5,9,14,14,12,17,19,24,23,25,27,18,24,31,34,10,9,10,8,8,9,8,14,25,39,17,15,22,15,13,14,13,7,7,5,2,2,8,6,8,12,12,21,20,22,28,27,28,27,24,25,30,29,30,31,32,44,38,35,33,30,22,16,23,20,16,10,7,13,11,10,7,4,0
2022-03-28 19:00:00,1,1,2,5,6,8,9,7,9,16,13,12,14,15,15,14,12,9,12,9,6,5,5,6,7,9,8,7,8,6,7,7,6,5,3,2,1,2,5,1,4,7,9,13,12,14,15,13,16,12,15,17,21,19,18,16,23,43,46,42,37,34,28,21,20,16,13,11,5,8,7,8,4,1,0
2022-03-28 20:00:00,1,2,3,4,5,7,6,7,10,11,11,13,12,11,14,11,9,8,8,4,6,6,6,6,9,10,10,7,8,7,5,8,6,4,2,0,0,0,8,4,9,11,10,11,10,12,10,5,10,9,9,7,8,8,12,10,16,24,26,24,20,23,22,18,11,15,11,6,4,6,4,3,4,1,0
2022-03-28 21:00:00,1,1,0,7,8,7,8,4,8,8,5,9,7,0,12,13,10,11,10,4,2,1,0,4,6,7,6,11,13,11,9,8,8,2,4,1,0,1,2,1,3,3,4,7,8,11,10,12,13,9,12,13,9,11,14,13,14,23,24,21,22,21,17,17,14,12,11,9,5,6,2,5,3,1,0
2022-03-28 22:00:00,0,1,1,3,2,3,1,9,10,10,10,7,14,12,11,12,12,13,13,8,8,7,6,4,6,7,5,4,6,4,7,6,3,2,2,1,1,0,2,2,3,4,6,8,7,8,17,17,16,13,18,19,16,16,23,22,21,22,26,26,24,24,17,13,8,12,11,9,7,7,4,4,0,0,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,1,4,0,3,0,0,2,3,5,5,6,0,6,1,5,2,0,8,7,6,8,8,5,3,4,4,1,2,1,0,0,4,0,5,2,3,5,3,6,5,3,8,7,8,11,7,8,12,7,14,25,24,24,17,22,14,13,13,10,7,5,3,6,5,3,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,1,2,4,3,1,0,6,3,0,8,16,17,18,21,6,22,18,20,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,1,2,1,0,0,1,2,2,4,7,8,3,8,2,7,11,11,0,12,0,8,18,15,16,15,15,14,15,14,12,7,7,4,3,5,2,0,7,9,7,6,7,7,0,0,6,5,0,5,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,5,8,11,12,3,1,4,4,5,7,13,14,16,19,17,13,8,9,8,6,6,5,6,5,7,8,7,6,5,6,5,0,4,3,2,0,0,0,2,5,2,4,3,2,3,2,2,4,5,4,2,1,0,1,2,2,1,3,3,2,2,3,3,3,4,5,4,3,2,1,0,1,0,0,0
