Unnamed: 0,1_대진여객차고지(가상),2_정릉산장아파트,3_정릉4동주민센터.경국사,4_북한산보국문역2번출구,5_성북청수도서관.정릉4동성당,6_정릉시장입구,7_정릉우체국앞,8_숭덕초교,9_정릉길음시장,10_미아리고개.미아리예술극장,11_돈암사거리.성신여대입구,12_삼선교.한성대학교,13_혜화동로터리.여운형활동터,14_명륜3가.성대입구,15_창경궁.서울대학교병원,16_원남동,17_종로4가.종묘,18_종로3가.탑골공원,19_종로2가,20_롯데백화점,21_신세계앞,22_남산3호터널,23_용산한신아파트,24_해방촌,25_용산구청.크라운호텔,26_한강중학교앞,27_반포대교남단한강시민공원입구,28_고속터미널,29_신반포자이아파트,30_잠원성당,31_잠원한신아파트,32_신동중학교,33_신반포13차아파트,34_롯데캐슬아파트,35_신사중학교,36_광림교회.현대고등학교,37_현대아파트,38_압구정파출소,39_한양아파트.압구정로데오역,40_청담초등학교앞,41_프리마호텔,42_영동교입구,43_청담역.경기고교,44_봉은사.삼성1파출소앞,45_무역센터,46_삼성역,47_휘문중고등학교,48_대치동현대아파트,49_농협대치지점,50_대치SKVIEW아파트.서울교회,51_대치역7번출구.선경아파트,52_개포동역.개포시장,53_경기여고,54_수도전기공고후문,55_개포도서관,56_개포주공1단지,57_개포중학교,58_래미안블레스티지아파트,59_개포도서관,60_수도전기공고후문,61_개포주공5단지경기여고,62_개포동역.개포시장,63_대치역6번출구.강남구민회관,64_은마아파트,65_은마파출소,66_대치현대아파트,67_휘문중고등학교,68_삼성역,69_삼성역7번출구,70_봉은사역3번출구.삼성1파출소,71_청담역.경기고교,72_우리은행청담지점.청담삼익아파트,73_프리마호텔,74_청담초등학교,75_한양아파트.압구정로데오역,76_압구정파출소,77_현대아파트,78_광림교회.현대고등학교,79_신사중학교,80_롯데캐슬아파트,81_신반포13차아파트,82_신동중학교,83_잠원한신아파트,84_잠원성당.아크로리버뷰아파트,85_뉴코아아울렛,86_고속터미널,87_반포대교남단한강시민공원입구,88_한강중학교,89_용산구청.크라운호텔,90_국군재정관리단,91_이태원동남산대림아파트.용산동아파트,92_용암초등학교입구.이태원주공아파트,93_남산3호터널.서울애니메이션센터,94_롯데영프라자,95_우리은행종로지점,96_종로2가,97_종로3가.탑골공원,98_종로4가.종묘,99_종로5가.광장시장,100_종로5가.효제동.김상옥의거터,101_방송통신대.이화장,102_혜화역.마로니에공원,103_혜화역.동성중고(장면총리가옥),104_삼선교.한성대학교.조소앙활동터,105_돈암사거리.성신여대입구,106_미아리고개.미아리예술극장,107_길음뉴타운,108_길음역,109_길음뉴타운10단지.라온유아파트,110_숭덕초교,111_정릉우체국앞,112_정릉시장입구,113_성북청수도서관.정릉4동성당,114_북한산보국문역1번출구,115_정릉4동주민센터.경국사,116_정릉대우아파트,117_대진여객차고지
2022-03-08 17:00:00,3,8,9,9,11,17,18,24,29,26,23,23,23,24,20,23,22,28,33,45,48,48,44,42,36,40,35,23,26,25,18,17,14,11,16,16,16,17,15,20,30,32,29,30,24,28,23,17,12,8,11,10,3,7,3,2,0,11,14,15,17,15,18,23,20,17,17,11,24,29,29,32,30,28,23,20,14,14,16,14,15,17,21,25,28,59,57,48,43,41,43,37,25,20,22,22,22,24,28,27,24,26,27,27,29,30,32,37,36,35,25,16,12,16,9,10,0
2022-03-08 18:00:00,2,12,11,11,13,14,15,22,27,25,21,16,16,20,22,29,34,33,38,45,46,42,32,34,31,28,23,26,24,17,12,10,10,11,10,9,13,14,17,22,48,55,44,33,20,31,25,21,17,10,13,9,7,6,5,1,0,4,9,9,11,12,11,21,16,25,46,29,34,31,15,19,31,33,27,25,15,24,28,22,24,22,23,24,29,56,52,39,40,40,42,40,36,30,31,33,36,42,45,39,38,40,42,43,42,43,43,42,38,34,25,21,16,22,20,9,0
2022-03-08 19:00:00,4,8,9,8,9,13,10,15,13,11,12,15,16,14,9,14,17,18,22,23,27,30,25,25,32,35,29,26,23,21,14,11,12,9,9,8,12,10,11,12,23,28,26,15,13,17,14,11,11,10,8,12,9,7,5,4,0,7,8,9,4,14,5,12,11,11,21,13,16,15,9,17,16,21,17,14,11,15,14,15,16,15,21,23,25,49,48,45,42,40,29,24,22,20,20,20,24,30,32,30,30,28,28,27,26,23,32,32,29,27,19,15,13,15,13,6,0
2022-03-08 20:00:00,4,5,2,5,4,8,6,7,13,8,9,6,5,8,8,9,8,9,18,30,35,33,26,28,23,21,20,16,14,11,7,9,8,7,8,9,7,9,10,15,18,15,14,13,12,14,10,11,12,11,10,7,5,4,1,3,0,3,2,2,2,3,2,5,6,10,11,10,12,13,10,8,11,16,17,16,14,17,18,15,13,13,10,9,11,25,25,20,22,21,20,18,17,20,17,18,24,27,25,24,26,23,25,25,22,21,19,22,16,14,13,8,7,9,8,3,0
2022-03-08 21:00:00,1,1,2,2,4,6,7,7,8,5,8,10,8,13,7,14,18,22,23,35,43,43,38,40,39,32,31,15,17,14,12,11,7,5,8,8,13,14,18,17,24,23,20,19,14,20,20,18,17,7,8,6,4,3,2,0,0,2,3,2,3,4,6,9,14,13,24,21,19,14,6,7,9,14,13,15,13,12,15,13,12,7,11,8,13,26,23,23,22,20,17,16,13,14,19,22,24,22,24,25,23,24,25,23,23,20,21,26,25,21,17,11,8,10,9,3,0
2022-03-08 22:00:00,0,1,2,3,3,4,6,8,10,5,4,8,7,13,7,8,7,14,16,16,16,16,17,15,14,11,10,15,14,14,12,8,9,8,8,6,8,9,12,9,12,13,12,14,12,16,13,12,18,16,16,9,7,5,2,1,0,2,0,5,6,6,6,10,29,41,42,27,27,22,19,20,15,16,14,11,13,15,15,13,11,13,12,11,11,28,34,20,19,17,17,15,14,13,11,22,27,21,25,23,24,25,26,26,21,19,17,19,15,14,10,8,7,9,6,3,0
2022-03-08 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,6,4,5,7,12,11,12,19,20,13,8,14,13,10,9,10,7,7,4,6,7,4,6,3,2,0,2,0,0,3,2,1,3,4,7,7,5,7,7,6,11,12,11,7,6,5,5,9,7,2,5,5,5,6,12,13,9,10,9,9,8,7,8,9,16,21,28,27,22,26,29,31,29,28,26,26,24,17,16,13,10,5,8,10,5,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,1,3,3,3,5,6,7,8,7,6,6,5,0,2,6,7,4,4,8,9,6,8,9,8,10,5,9,7,0,0,6,0,0,5,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,5,2,0,3,8,7,8,7,9,13,9,13,11,14,15,14,10,12,9,13,9,12,13,13,13,12,10,9,5,7,7,5,3,3,1,4,6,6,5,3,5,5,5,6,5,5,5,4,3,3,3,1,1,0,0,0,0,0,0,0,2,0,1,1,2,0,3,2,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 06:00:00,6,7,6,6,6,7,9,13,19,15,12,11,11,10,7,7,8,7,5,5,4,3,7,8,7,9,6,7,2,4,3,2,3,5,4,3,4,4,3,2,2,0,2,3,2,4,4,2,0,1,1,0,0,0,0,0,0,1,0,0,2,3,4,8,9,6,6,4,5,2,0,3,5,4,2,3,2,1,2,0,1,2,3,4,1,6,0,7,4,3,7,6,5,6,3,5,2,3,5,4,4,2,3,3,4,0,4,3,0,3,0,0,0,0,0,2,0
2022-03-09 07:00:00,6,8,8,10,11,11,13,14,17,15,15,17,9,13,12,9,8,7,6,7,6,4,7,8,9,11,10,6,4,3,2,1,2,4,1,0,3,4,5,4,3,3,4,4,3,6,5,2,3,1,2,0,0,0,1,0,0,1,1,1,2,2,1,2,5,3,2,3,2,4,5,4,4,2,3,3,2,2,2,3,2,3,4,2,5,6,5,6,4,5,8,9,7,3,6,4,4,4,0,3,0,2,2,5,5,0,0,5,6,5,2,3,4,2,1,0,0
2022-03-09 08:00:00,8,11,13,13,16,15,16,17,25,19,18,20,18,20,18,15,15,13,12,10,9,8,10,13,15,21,15,14,5,4,6,10,8,8,6,5,6,6,7,5,6,6,7,8,7,9,3,6,4,3,3,0,2,0,2,0,0,1,2,3,4,4,4,7,7,6,8,5,7,7,7,5,9,6,7,6,4,2,2,5,7,6,8,5,5,12,5,13,14,12,14,10,9,5,8,6,6,4,4,3,1,2,0,5,4,3,3,6,6,6,7,5,4,12,4,4,0
2022-03-09 09:00:00,11,14,15,17,17,20,22,22,27,26,25,27,26,26,27,22,19,14,15,11,11,7,14,17,17,14,12,10,8,7,9,8,6,8,7,5,18,14,10,7,8,10,9,9,10,18,15,7,3,1,1,1,0,0,0,0,0,5,3,6,7,8,11,14,11,14,15,12,9,16,14,15,8,7,8,6,5,2,2,3,4,9,9,10,9,16,16,16,15,15,17,21,16,11,10,8,7,6,4,0,5,3,2,5,7,11,11,11,8,9,8,7,3,4,3,3,0
2022-03-09 10:00:00,6,10,12,15,14,17,18,24,25,26,27,31,30,32,31,27,24,17,15,16,14,14,16,17,16,18,17,7,9,10,11,10,9,9,6,6,11,12,11,8,7,7,8,7,9,11,7,6,3,3,1,2,2,1,0,0,0,3,4,5,9,15,16,16,20,18,14,10,10,12,12,11,10,9,6,5,8,6,8,8,9,11,9,10,13,25,26,28,26,25,24,23,19,16,10,12,10,9,11,10,9,5,12,8,6,8,11,13,13,13,13,11,6,11,6,8,0
2022-03-09 11:00:00,6,14,16,16,19,24,23,30,33,31,22,21,22,22,22,25,22,21,19,17,17,17,18,22,26,25,19,14,14,12,11,10,12,11,12,11,16,12,10,9,12,14,14,12,12,13,10,6,7,7,6,4,1,1,2,0,0,3,5,6,9,12,12,17,15,16,15,10,9,7,8,7,8,9,11,10,8,8,7,6,8,14,15,17,21,24,33,33,32,26,28,29,22,16,15,12,10,11,11,9,9,7,7,14,13,15,11,12,11,12,11,11,9,9,8,5,0
2022-03-09 12:00:00,11,16,21,18,22,26,26,28,30,26,27,28,26,29,27,30,29,30,29,26,25,24,20,22,24,23,23,23,23,20,15,16,15,14,15,16,17,14,16,12,14,16,17,18,11,14,14,12,12,10,3,6,5,3,2,0,0,7,8,9,11,16,20,21,18,18,17,14,10,7,4,8,9,9,9,10,10,11,14,16,17,16,20,22,24,30,31,35,34,25,31,34,29,23,25,22,22,20,19,16,18,12,13,12,13,12,10,14,16,19,17,13,13,11,10,5,0
2022-03-09 13:00:00,10,19,20,15,25,29,26,26,33,29,28,25,26,29,24,24,29,28,30,24,21,22,22,24,25,26,21,22,25,21,21,19,15,16,12,12,13,12,17,13,13,15,16,13,17,20,20,16,10,9,9,5,4,1,1,2,0,4,5,7,7,7,8,9,14,16,16,11,12,18,18,20,10,10,9,9,8,12,11,10,11,20,21,21,26,33,32,33,30,31,37,34,29,18,17,19,22,25,26,29,22,15,15,16,15,15,14,13,11,11,10,8,5,7,5,4,0
2022-03-09 14:00:00,6,11,12,15,18,23,28,31,27,22,19,16,22,25,24,25,22,30,29,29,31,32,26,28,30,30,28,19,22,21,19,20,21,18,18,18,16,18,15,15,22,23,25,25,19,18,16,12,9,6,5,4,3,2,1,0,0,4,5,6,8,8,12,13,8,21,23,17,16,14,6,13,13,13,18,21,18,14,15,15,12,17,20,0,26,40,40,38,38,40,42,40,29,28,24,20,22,22,22,17,23,19,20,17,23,24,24,25,18,17,15,21,16,15,13,6,0
2022-03-09 15:00:00,7,18,19,18,21,22,26,26,29,27,30,26,28,27,22,27,31,28,28,27,27,28,23,27,33,36,29,19,23,21,21,23,23,20,17,20,22,20,17,18,16,16,13,15,17,17,15,13,10,7,5,3,4,1,1,0,0,3,6,5,6,7,8,11,10,11,13,10,14,10,8,7,9,11,12,11,13,16,20,21,20,17,20,14,19,35,36,29,30,28,27,35,23,25,23,19,21,21,24,16,22,23,20,20,25,25,28,23,13,16,15,10,9,7,5,3,0
2022-03-09 16:00:00,6,10,13,15,17,19,22,21,21,18,16,20,17,22,23,24,33,34,50,44,43,45,37,43,39,39,31,21,24,23,16,18,17,15,15,15,21,19,22,21,18,19,19,17,17,19,17,13,13,11,10,9,7,6,3,2,0,7,9,10,11,15,17,20,16,25,24,15,21,16,10,13,15,19,17,16,16,16,20,19,19,22,27,28,21,32,34,31,30,31,34,34,29,33,34,34,27,26,32,33,32,31,33,27,30,26,27,27,24,23,18,22,20,23,18,10,0
2022-03-09 17:00:00,10,19,12,19,24,26,29,30,31,28,16,17,19,24,24,22,22,29,32,28,30,28,28,26,31,32,28,25,28,23,16,16,18,17,15,13,13,12,13,12,14,17,17,23,22,27,24,15,10,9,8,5,5,3,2,1,0,6,8,5,9,11,14,25,25,20,23,16,16,10,11,9,10,10,15,20,14,15,22,22,23,23,21,19,25,43,43,33,33,31,31,33,26,25,24,24,27,27,28,24,26,25,27,25,27,27,26,33,33,29,26,16,13,12,10,4,0
2022-03-09 18:00:00,7,11,13,14,14,16,19,18,22,17,16,14,14,18,21,13,20,25,26,30,35,34,28,30,30,28,27,18,16,15,15,12,11,14,17,14,9,11,15,17,13,14,12,16,14,16,20,17,14,11,10,8,5,3,2,0,0,3,3,5,4,8,9,15,19,20,27,22,17,17,14,9,16,16,16,16,16,23,22,14,13,16,18,17,17,27,28,28,29,28,37,31,27,27,25,28,31,30,32,30,29,31,32,25,32,28,27,26,21,19,18,12,11,11,12,6,0
2022-03-09 19:00:00,1,6,7,7,8,12,11,10,12,10,8,7,9,11,2,12,8,11,15,23,27,32,27,29,28,25,22,15,10,13,12,10,9,9,7,11,13,15,20,20,15,15,15,13,11,14,11,10,10,10,8,5,4,3,0,2,0,4,1,1,3,4,3,7,10,10,11,8,8,7,4,3,4,8,15,16,13,8,25,23,23,20,23,24,26,24,26,26,23,23,20,21,17,18,18,20,21,20,24,19,19,17,29,28,35,28,24,22,18,16,16,18,9,16,8,3,0
2022-03-09 20:00:00,2,4,5,5,5,6,13,9,17,10,6,5,6,7,5,6,7,12,15,22,29,26,17,16,18,18,14,15,13,10,9,8,9,7,5,6,9,6,5,19,20,19,14,12,9,14,14,9,10,7,7,5,4,2,1,1,0,2,1,0,2,3,1,6,11,14,16,14,14,15,14,13,11,11,13,14,10,14,16,13,11,9,14,13,16,28,30,25,23,21,22,23,20,20,19,20,22,21,19,15,19,18,19,19,21,18,17,16,14,13,10,17,12,13,12,5,0
2022-03-09 21:00:00,1,4,5,3,8,11,11,10,9,8,11,9,8,11,11,13,15,18,22,19,20,18,15,18,20,20,18,11,12,8,5,6,3,6,9,10,11,8,10,10,13,14,12,11,12,12,11,10,9,8,6,7,6,5,3,0,0,2,2,0,3,4,5,5,11,14,15,12,14,16,17,18,12,14,12,14,13,16,19,14,13,12,12,12,19,25,28,22,23,24,21,22,23,24,25,29,30,29,27,22,19,26,20,21,22,21,20,19,15,12,13,13,8,12,0,3,0
2022-03-09 22:00:00,0,1,0,0,0,2,3,2,7,5,6,7,4,6,0,7,2,9,12,9,11,12,8,20,22,21,16,17,15,15,13,12,11,9,8,8,10,8,7,7,11,9,11,7,4,8,7,14,18,14,13,8,5,6,4,3,0,0,2,0,1,2,0,5,16,29,35,27,27,17,18,16,15,17,16,14,13,15,17,16,16,16,14,10,12,23,26,22,25,26,24,26,23,23,21,22,28,29,20,26,26,24,22,19,26,30,22,35,25,21,16,14,12,10,9,4,0
2022-03-09 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,3,7,0,7,0,8,5,6,7,6,5,4,4,5,3,2,0,0,0,0,0,0,0,1,2,1,5,9,8,9,8,10,6,3,3,3,4,5,5,6,7,9,9,8,6,7,6,7,16,8,13,11,10,9,10,6,9,8,15,19,8,16,18,18,16,20,21,24,17,17,17,14,14,11,10,8,6,5,3,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 04:00:00,2,5,4,7,8,11,12,17,17,29,31,36,26,36,35,35,33,28,15,13,13,13,13,7,14,14,12,13,7,12,11,6,5,10,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 05:00:00,2,6,3,7,11,8,12,14,15,18,21,20,9,11,21,20,18,13,13,12,11,9,17,15,14,15,14,13,11,10,13,12,11,12,9,9,13,16,14,13,17,16,12,9,7,7,5,5,4,3,5,3,2,1,0,0,0,0,1,0,2,1,0,0,3,2,4,3,4,0,3,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 06:00:00,5,12,7,6,9,10,11,14,19,20,21,21,21,14,13,11,12,8,13,10,7,10,13,14,14,15,14,15,13,7,7,6,5,6,6,6,10,11,12,8,5,7,10,6,5,6,5,4,3,3,1,5,2,0,3,1,0,2,2,4,6,5,5,8,7,14,9,6,9,9,1,7,8,6,5,5,4,3,3,3,5,5,7,9,8,9,8,10,9,5,10,11,9,8,7,6,5,4,5,4,5,4,0,0,4,2,0,3,0,2,0,1,0,0,0,0,0
2022-03-10 07:00:00,12,23,23,21,29,38,43,48,53,50,48,44,33,36,34,28,21,17,18,17,13,13,20,30,29,43,15,16,15,15,17,18,20,24,19,12,18,22,25,20,19,20,22,27,27,32,14,12,8,7,6,10,4,2,3,2,0,15,16,21,20,20,26,35,42,46,29,27,25,17,16,17,13,8,8,8,8,3,6,9,9,11,16,17,25,34,35,34,35,37,38,36,29,22,14,11,11,6,13,8,7,4,2,4,3,3,3,3,4,2,1,3,2,1,0,1,0
2022-03-10 08:00:00,8,23,23,23,27,37,40,47,52,50,50,47,45,46,47,44,38,33,24,22,19,17,23,32,34,33,36,20,19,18,19,16,17,19,18,14,27,31,37,26,22,22,39,51,42,39,21,10,6,6,2,5,6,5,3,0,0,5,8,10,14,15,16,23,26,27,20,16,24,39,37,35,16,10,11,11,8,6,6,11,15,18,20,29,32,45,45,46,47,47,53,58,44,25,20,17,13,14,15,12,9,7,5,8,8,8,10,9,8,9,7,6,3,4,3,1,0
2022-03-10 09:00:00,10,15,15,19,20,26,30,37,42,39,40,26,38,37,35,34,28,24,20,16,13,12,19,27,27,33,27,14,13,14,12,14,13,15,17,15,21,21,28,20,11,10,19,24,20,16,8,8,8,5,4,4,2,2,2,1,0,4,5,6,8,8,9,12,15,15,19,14,19,25,20,24,15,12,14,12,5,6,5,7,8,6,9,11,14,27,27,34,33,34,37,39,34,25,20,16,17,14,14,12,11,9,11,8,4,6,7,11,10,10,6,3,0,3,3,2,0
2022-03-10 10:00:00,4,14,16,13,19,22,24,24,31,31,32,32,29,30,32,27,25,23,21,19,12,12,13,17,16,19,15,15,11,10,7,9,9,9,10,8,10,9,15,9,11,11,14,10,7,7,5,4,3,2,3,1,0,0,0,0,0,3,3,2,4,4,5,7,7,9,9,6,13,13,13,14,12,13,15,15,7,5,4,5,8,11,11,13,11,22,17,25,23,24,19,23,18,14,9,11,9,14,16,13,13,11,9,6,7,4,7,5,6,5,4,5,4,2,3,1,0
2022-03-10 11:00:00,4,9,10,11,14,15,16,18,20,22,21,21,22,21,23,24,19,18,15,21,21,22,20,21,24,25,21,11,10,7,8,8,5,9,7,8,10,11,8,6,9,9,10,12,10,13,10,7,4,3,3,3,2,2,1,1,0,2,4,5,3,5,6,7,9,10,6,4,6,7,5,6,9,7,10,9,7,7,9,10,10,10,12,15,16,24,26,26,28,30,31,33,32,27,25,23,23,22,18,16,15,14,14,12,12,10,13,13,13,13,10,8,4,4,1,3,0
2022-03-10 12:00:00,4,10,11,10,8,11,12,14,13,20,15,14,14,16,16,19,20,21,21,24,25,23,23,25,24,23,21,25,20,19,18,15,14,10,7,17,16,13,13,13,14,15,17,14,13,15,13,10,5,4,2,3,3,2,0,0,0,2,3,4,17,22,20,19,9,8,9,6,6,6,5,6,8,9,6,11,11,21,32,28,29,26,24,22,19,29,30,31,31,27,27,24,22,15,14,12,13,12,12,10,17,16,12,13,16,18,16,18,18,18,14,10,7,7,5,3,0
2022-03-10 13:00:00,8,9,10,12,10,14,15,16,19,17,12,13,10,17,17,13,15,14,16,13,17,14,15,18,19,15,17,12,12,11,10,14,10,11,10,10,13,14,14,10,11,13,13,16,11,13,20,20,10,5,5,3,4,1,2,1,0,4,5,9,7,10,13,10,14,15,14,11,9,12,10,12,11,17,14,11,8,13,12,13,13,14,13,13,11,19,20,21,19,18,22,22,18,19,15,17,18,14,18,16,12,15,15,14,13,13,14,17,15,13,9,7,6,7,3,4,3
2022-03-10 14:00:00,6,10,10,11,11,16,18,20,20,17,12,10,10,13,11,12,14,16,17,19,20,18,15,21,21,21,18,16,14,14,11,10,8,7,9,10,9,9,7,6,9,9,10,9,11,14,34,10,7,5,5,4,4,1,0,3,2,3,4,2,5,7,8,8,9,8,10,8,10,10,9,8,11,12,14,12,8,9,11,9,10,15,18,18,15,22,23,19,18,18,20,20,15,13,13,15,19,15,22,20,18,16,14,16,13,15,15,17,14,14,10,8,7,7,6,3,0
2022-03-10 15:00:00,5,11,10,8,10,17,19,22,23,20,12,10,10,11,14,15,18,19,23,22,23,22,20,21,21,22,18,16,19,17,18,16,17,18,12,11,16,15,13,13,11,16,16,12,9,14,17,31,22,16,10,8,7,2,5,2,0,7,9,10,12,11,10,12,11,7,16,12,12,10,10,13,14,13,13,18,16,12,13,14,16,11,14,11,12,17,18,19,19,18,17,19,14,17,16,17,24,25,22,21,21,22,22,22,20,23,20,22,21,22,18,17,17,18,17,6,0
2022-03-10 16:00:00,7,11,5,10,12,13,13,19,25,20,15,12,13,15,18,17,19,19,21,24,26,26,21,24,24,28,28,18,20,19,16,18,14,15,14,14,14,15,18,17,26,31,30,29,25,36,26,17,11,8,11,10,6,4,3,1,0,5,8,10,9,12,16,27,31,23,24,14,15,16,15,19,17,19,18,19,21,25,24,22,19,20,23,23,21,17,18,19,23,17,16,18,15,14,16,17,18,20,20,18,19,19,18,30,32,34,29,24,20,20,12,15,13,16,13,4,0
2022-03-10 17:00:00,4,5,7,6,7,15,15,17,18,16,14,15,11,13,20,21,24,26,33,34,35,32,33,38,36,38,36,19,22,18,15,16,10,16,14,14,16,16,17,23,45,46,38,23,19,24,20,15,12,10,9,9,5,7,3,0,0,8,9,8,12,17,12,19,20,12,18,12,17,17,12,13,20,23,20,20,11,10,15,17,15,18,23,22,18,38,39,34,30,28,24,24,27,25,26,25,26,28,29,29,27,29,31,33,29,25,24,31,33,28,25,19,19,18,13,7,0
