Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_인수동장미원,7_가오리역,8_우이초등학교,9_화계사입구,10_빨래골입구,11_롯데마트삼양점.래미안1차아파트,12_삼양초등학교,13_강북청소년문화정보도서관입구,14_삼양동사거리,15_송천초등학교.미아뉴타운입구,16_미아초교,17_길음동동부아파트,18_길음뉴타운,19_미아리고개.미아리예술극장,20_돈암사거리.성신여대입구,21_삼선교.한성대학교,22_혜화동로터리.여운형활동터,23_명륜3가.성대입구,24_창경궁.서울대학교병원,25_원남동,26_광장시장,27_중구청앞.덕수중학교,28_충무로역8번출구.대한극장앞,29_퇴계로3가.한옥마을.한국의집,30_퇴계로2가.명동역,31_남대문시장.회현역,32_숭례문.한국일보,33_서울역버스환승센터,34_남대문시장.회현역,35_명동입구,36_퇴계로3가.한옥마을.한국의집,37_충무로역2번출구.대한극장앞,38_퇴계로5가.제일병원,39_을지로5가.훈련원종합체육관,40_방산시장.훈련원종합체육관,41_종로5가,42_종로5가.효제초등학교,43_종로5가.효제동.김상옥의거터,44_방송통신대.이화장,45_혜화역.마로니에공원,46_혜화역.동성중고(장면총리가옥),47_삼선교.한성대학교.조소앙활동터,48_돈암사거리.성신여대입구,49_미아리고개.미아리예술극장,50_돈암동삼성아파트입구,51_길음동동부아파트,52_미아초교,53_송천초등학교.미아뉴타운입구,54_삼양동사거리,55_강북청소년문화정보도서관입구,56_삼양초등학교,57_롯데마트삼양점.래미안1차아파트,58_빨래골입구,59_화계사입구,60_우이초등학교,61_가오리역,62_인수동장미원,63_국립4.19민주묘지입구사거리,64_국립4.19민주묘지,65_무량사입구,66_강북청소년수련관,67_선일교통종점(가상)
2022-04-05 19:00:00,0,3,4,3,5,2,7,11,12,12,14,13,14,14,13,12,13,10,10,8,9,7,10,9,7,8,6,5,4,4,3,3,3,5,7,10,11,16,17,19,23,25,12,26,26,28,32,36,34,41,36,34,27,28,29,27,24,24,23,16,11,8,6,4,2,0,0
2022-04-05 20:00:00,0,3,1,4,2,5,4,6,5,5,5,6,7,7,5,7,7,10,8,7,6,7,9,6,6,5,6,5,4,3,4,3,4,7,9,9,10,11,12,10,10,16,9,17,19,26,29,37,38,33,25,20,15,11,11,9,10,8,13,12,7,4,2,0,0,0,0
2022-04-05 21:00:00,0,3,0,1,3,6,8,7,4,6,7,5,5,7,6,7,7,5,6,5,5,4,4,4,3,1,3,2,2,3,4,2,3,4,6,8,10,11,7,12,15,17,13,18,19,24,27,31,35,35,28,25,20,19,22,21,18,16,8,13,8,7,5,4,2,0,0
2022-04-05 22:00:00,0,1,1,0,1,0,2,2,2,3,3,4,4,5,7,7,11,7,5,5,5,4,3,0,4,3,1,2,0,2,1,2,1,3,4,7,9,10,7,9,13,15,14,14,17,28,35,38,38,37,33,27,22,21,16,14,20,18,16,15,7,5,5,3,1,0,0
2022-04-05 23:00:00,0,0,0,0,1,0,3,0,2,6,1,1,7,6,5,6,6,6,5,7,6,3,7,4,6,5,2,5,6,3,4,2,3,2,2,4,9,8,8,9,8,9,8,10,11,15,16,20,22,22,19,14,11,11,10,9,10,8,4,5,5,4,1,0,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,11,13,17,22,24,26,31,32,36,38,38,36,40,41,41,44,43,43,42,36,37,31,30,28,26,24,23,12,10,7,5,12,13,11,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,1,2,2,3,4,6,7,11,13,17,18,19,21,21,24,25,23,24,22,18,17,18,17,14,13,11,11,6,7,5,5,5,6,5,5,4,11,6,14,12,13,0,14,15,16,10,16,13,16,15,13,12,11,0,0,11,8,8,7,6,6,5,3,0,0,0
2022-04-06 06:00:00,0,2,1,3,5,11,12,14,15,19,16,18,12,16,20,30,32,24,25,27,24,21,18,20,16,10,6,8,6,3,1,1,2,1,0,1,1,2,2,2,0,3,3,3,3,2,5,8,9,9,8,7,6,8,9,3,9,4,3,8,7,6,3,3,1,0,0
2022-04-06 07:00:00,0,7,8,14,17,24,31,33,35,38,43,44,43,50,42,53,55,41,44,38,36,31,34,31,23,22,19,16,13,10,3,5,5,3,2,2,2,2,2,3,3,3,2,3,4,3,5,6,7,13,14,13,9,7,8,1,6,7,2,4,3,4,0,1,0,0,0
2022-04-06 08:00:00,0,3,5,6,12,15,21,26,27,31,33,31,32,34,37,42,45,49,53,52,52,51,45,43,33,24,19,16,14,9,4,5,16,8,5,4,4,5,6,6,7,5,2,4,3,3,6,6,7,9,8,10,11,14,17,12,13,12,13,12,10,6,5,2,4,0,0
2022-04-06 09:00:00,0,2,3,4,7,12,10,13,13,20,23,24,26,33,39,40,43,37,38,35,37,37,36,35,25,17,14,9,7,5,2,3,4,4,4,5,4,4,3,3,5,2,6,7,2,6,6,7,8,9,11,12,11,11,5,10,10,7,6,6,5,7,6,4,3,0,0
2022-04-06 10:00:00,0,2,5,4,5,8,10,15,14,16,17,18,19,24,24,26,28,29,28,24,21,21,19,18,18,16,12,9,7,4,1,1,4,6,5,0,5,2,4,6,3,7,6,5,5,6,6,10,4,12,11,12,10,11,10,4,9,10,9,10,9,3,8,6,4,0,0
2022-04-06 11:00:00,0,3,3,4,6,4,8,9,6,10,14,10,11,15,18,19,18,19,17,21,16,12,10,11,8,9,6,7,6,5,2,3,3,6,7,5,6,8,10,9,11,8,2,6,4,6,8,12,13,12,11,10,9,6,5,8,9,5,8,4,8,9,6,4,2,0,0
2022-04-06 12:00:00,0,4,8,12,14,15,10,17,18,18,17,17,16,13,16,16,17,16,14,13,17,15,14,10,13,13,10,10,9,5,4,3,6,8,6,5,6,7,3,6,8,11,9,10,8,10,12,16,16,14,12,11,9,9,7,7,8,10,8,7,7,6,4,4,1,0,0
2022-04-06 13:00:00,1,2,3,6,4,5,7,5,5,8,9,6,12,15,16,17,17,18,17,13,12,10,10,11,8,8,7,7,8,7,4,4,3,7,10,12,11,13,12,9,11,11,5,16,15,16,13,13,15,17,13,11,12,11,12,6,10,8,8,8,7,7,6,2,1,0,0
2022-04-06 14:00:00,1,6,6,6,10,11,11,9,10,11,11,2,10,10,11,12,14,14,13,10,9,9,10,7,9,8,12,10,11,5,4,4,4,7,13,16,21,21,21,18,13,15,12,16,17,20,16,23,24,22,17,16,12,18,15,13,13,12,11,12,10,9,8,5,4,0,0
2022-04-06 15:00:00,0,5,7,8,7,8,8,11,14,13,14,11,14,12,13,11,13,14,15,13,10,9,12,11,8,10,9,10,9,6,7,7,7,11,13,13,17,18,13,15,13,16,15,14,15,19,23,30,31,29,30,28,26,18,16,15,17,13,12,11,11,10,7,5,3,0,0
2022-04-06 16:00:00,0,4,3,8,0,10,10,11,15,17,16,15,17,16,17,17,16,11,13,10,9,7,9,5,9,7,5,6,7,7,10,8,3,12,17,19,21,24,25,30,31,30,28,21,30,30,30,35,45,44,38,29,35,35,33,32,26,23,22,19,14,12,11,9,6,0,0
2022-04-06 17:00:00,0,6,4,4,6,6,7,9,7,9,11,10,12,11,11,17,11,14,9,13,10,7,6,9,12,15,8,10,9,6,8,7,8,16,14,14,18,27,24,24,29,31,32,33,34,32,37,38,42,40,36,34,29,27,24,22,22,19,18,18,12,11,10,4,2,0,0
2022-04-06 18:00:00,0,6,8,9,8,10,13,15,16,14,10,12,13,17,18,18,19,17,14,11,9,6,7,16,25,16,9,5,7,5,6,7,8,11,13,17,22,26,28,30,33,34,33,36,36,42,40,48,49,49,42,40,30,31,30,27,24,17,16,16,14,11,11,3,0,0,0
2022-04-06 19:00:00,0,4,1,3,5,8,9,7,8,8,8,6,6,8,9,11,12,14,12,6,4,4,5,2,7,6,6,7,4,7,4,6,3,6,6,10,15,15,19,20,24,27,20,28,27,31,39,39,41,42,42,36,24,23,21,22,21,18,16,14,11,12,9,5,3,0,0
2022-04-06 20:00:00,0,2,2,3,5,5,8,5,6,10,9,10,11,8,9,10,5,9,9,7,7,0,10,5,10,5,4,5,3,3,2,3,4,6,6,8,8,7,8,7,15,18,19,22,21,19,22,26,29,33,29,20,15,18,16,15,12,10,8,7,9,6,4,2,1,0,0
2022-04-06 21:00:00,0,3,0,3,4,2,5,3,6,8,4,2,9,8,8,9,10,10,9,7,6,5,3,1,3,3,4,4,2,5,2,2,7,4,9,10,13,15,17,18,24,29,29,25,23,27,27,38,37,35,32,29,25,22,21,12,18,13,11,9,7,6,4,2,5,0,0
2022-04-06 22:00:00,0,1,0,0,1,1,2,1,2,3,4,3,4,7,8,5,7,7,8,10,8,2,7,4,6,7,6,2,2,3,1,4,4,5,6,10,11,11,13,12,12,14,13,16,19,27,36,39,34,41,40,33,27,24,23,19,20,19,15,12,13,9,6,5,4,0,0
2022-04-06 23:00:00,0,0,0,0,1,0,2,0,0,4,4,0,5,6,4,8,9,5,5,6,4,6,7,0,6,5,6,7,6,6,4,4,4,3,3,4,10,8,5,6,10,11,9,13,16,17,19,28,29,28,21,18,16,13,12,11,9,9,9,8,4,2,3,0,1,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,14,17,21,27,29,30,37,27,40,43,40,41,43,34,44,46,43,41,32,34,34,29,23,21,23,19,19,12,9,4,4,10,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,2,3,1,4,5,6,9,9,13,15,18,12,20,21,17,22,23,22,20,18,20,18,16,15,13,12,11,7,7,6,4,7,8,6,8,9,10,11,11,10,13,7,12,11,12,11,11,13,12,11,11,10,7,6,0,8,6,5,6,4,5,4,1,0,0,0
2022-04-07 06:00:00,0,1,3,2,5,7,10,10,11,16,17,19,19,22,24,28,27,23,24,22,23,23,22,20,14,8,7,3,5,5,1,4,4,2,0,1,0,3,4,5,4,5,0,4,5,4,7,8,4,6,3,5,5,7,6,6,6,5,6,5,4,2,3,1,1,0,0
2022-04-07 07:00:00,0,7,8,13,14,21,26,28,30,35,36,38,33,41,38,47,50,51,50,46,43,35,35,31,29,21,19,13,8,8,5,3,4,4,4,3,3,1,4,6,4,0,3,2,4,0,6,9,9,13,9,7,9,5,5,4,4,2,3,1,3,0,3,2,0,0,0
2022-04-07 08:00:00,0,5,9,11,14,20,24,28,31,28,31,34,35,41,46,53,57,55,56,55,52,51,47,48,36,26,19,16,12,9,8,4,7,5,5,3,3,4,7,2,4,6,5,4,3,4,4,6,6,9,6,11,14,17,18,17,16,12,13,12,12,9,7,4,5,0,0
2022-04-07 09:00:00,0,4,4,4,7,9,12,14,18,26,25,27,16,35,39,43,46,38,36,39,37,35,32,28,24,22,18,11,8,3,5,4,8,7,6,5,5,3,4,2,5,1,3,3,3,2,5,9,9,7,8,5,12,14,13,13,12,9,7,6,6,5,4,3,1,0,0
2022-04-07 10:00:00,0,2,6,7,8,10,8,11,10,14,13,15,15,16,20,20,25,21,19,18,20,17,15,16,14,10,8,7,6,5,4,3,4,6,5,4,4,2,3,3,3,2,1,2,3,3,4,5,5,7,7,4,6,6,7,2,6,6,4,4,5,4,3,2,1,0,0
2022-04-07 11:00:00,0,5,4,5,7,9,10,13,9,10,11,10,7,12,11,12,15,13,12,13,13,14,14,14,15,12,10,11,10,6,5,4,4,5,4,7,9,10,7,9,7,9,7,8,10,11,14,11,15,13,9,10,10,8,7,7,6,6,6,7,5,6,3,3,4,0,0
2022-04-07 12:00:00,0,3,2,5,6,7,10,13,13,13,14,14,15,14,17,14,15,13,13,14,15,13,11,11,12,10,8,10,11,5,2,5,5,7,7,6,5,7,9,6,7,6,6,18,19,22,24,23,8,25,22,16,13,6,7,9,8,10,9,10,8,10,8,4,2,0,0
2022-04-07 13:00:00,0,4,3,4,4,9,11,14,7,10,14,15,16,16,14,20,17,15,17,16,17,16,14,11,10,10,8,9,9,7,5,3,4,7,8,10,8,11,12,13,9,8,1,14,13,17,18,16,18,15,13,12,12,17,15,13,10,7,7,5,4,3,3,2,1,0,0
2022-04-07 14:00:00,4,5,2,8,9,8,9,11,11,15,14,11,8,16,16,14,13,15,16,16,15,15,14,12,12,12,10,8,8,4,3,6,4,4,6,6,6,5,7,5,9,12,5,9,12,16,17,18,16,18,12,12,12,14,14,16,13,11,7,6,12,10,7,6,4,0,0
2022-04-07 15:00:00,0,6,8,9,8,10,11,13,16,15,16,18,19,21,17,17,16,16,12,14,12,10,10,11,12,10,8,7,10,8,4,4,2,8,11,11,13,13,8,14,12,14,17,17,18,24,26,31,46,36,29,29,25,19,17,17,19,13,9,11,9,12,9,5,8,0,0
2022-04-07 16:00:00,0,3,4,7,6,7,8,11,12,16,19,20,13,16,23,21,22,17,17,13,8,7,5,9,8,9,7,7,5,5,4,5,2,9,13,12,14,18,18,18,20,20,21,22,29,31,35,43,46,40,35,32,29,23,22,21,21,23,21,21,16,14,12,11,7,0,0
2022-04-07 17:00:00,0,6,2,7,4,8,10,9,10,9,11,9,11,11,10,12,10,14,13,10,10,9,8,8,17,16,14,7,7,8,8,5,7,11,14,16,20,24,30,30,31,32,23,24,33,30,30,30,28,28,23,21,20,18,17,16,17,16,14,12,9,8,6,4,2,0,0
2022-04-07 18:00:00,0,9,5,11,12,12,12,11,13,15,17,17,17,14,12,11,12,10,9,8,7,6,5,9,22,14,9,5,6,7,6,8,9,10,15,20,26,32,40,43,40,37,34,34,38,39,44,47,45,43,38,32,29,26,25,22,28,23,21,16,14,12,7,5,3,0,0
2022-04-07 19:00:00,0,4,4,13,8,6,10,11,7,11,10,8,0,10,10,10,11,14,13,11,8,6,8,5,4,4,3,3,3,4,6,2,4,4,10,12,12,13,11,11,15,18,17,18,32,27,26,50,55,52,43,36,24,19,20,21,17,18,19,14,12,7,6,3,2,0,0
2022-04-07 20:00:00,0,5,2,6,2,5,7,5,5,8,2,2,7,10,8,6,8,9,7,7,6,7,6,4,4,3,4,3,3,3,2,2,0,3,6,7,8,10,11,13,19,22,21,21,24,28,26,25,28,32,31,24,17,14,13,12,12,11,10,8,7,7,4,2,0,0,0
2022-04-07 21:00:00,0,1,3,4,2,6,7,5,8,5,6,7,8,10,8,7,6,7,6,4,5,4,5,0,3,5,2,4,3,3,1,1,2,4,6,7,12,12,13,12,17,19,13,16,21,23,30,40,38,36,35,31,21,19,18,14,18,12,9,8,8,8,6,5,2,0,0
2022-04-07 22:00:00,0,3,0,2,5,1,2,3,1,3,4,5,2,5,6,7,10,7,6,5,4,3,4,2,3,2,2,3,3,3,2,2,3,5,6,8,9,7,10,7,12,16,17,19,21,24,29,35,39,41,34,26,22,21,19,16,13,11,9,7,8,4,2,3,2,0,0
2022-04-07 23:00:00,0,0,0,0,2,3,0,1,4,5,4,6,4,6,5,6,7,6,0,4,3,4,6,4,4,4,3,5,4,4,3,3,2,3,4,5,13,14,13,14,16,12,7,9,12,19,19,24,20,20,18,15,13,11,15,14,13,10,9,7,7,7,6,3,2,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,1,15,17,22,28,31,34,36,37,41,44,42,42,45,46,48,50,47,40,34,33,31,28,25,23,22,21,16,12,8,7,6,16,16,14,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,1,1,2,4,3,5,6,7,9,11,12,13,14,17,19,21,17,18,19,18,19,17,18,17,15,13,12,7,5,4,3,4,5,3,4,7,5,7,14,10,11,1,10,9,8,9,13,14,15,14,13,11,9,0,4,10,7,4,0,4,3,2,2,0,0,0
2022-04-08 06:00:00,1,1,2,5,8,18,12,16,18,22,18,24,25,30,30,38,30,26,27,26,25,24,23,12,9,8,6,5,3,4,3,0,2,1,2,1,2,0,0,1,2,1,0,2,3,4,5,5,7,9,8,9,7,10,11,11,9,7,6,5,4,3,4,1,2,0,0
2022-04-08 07:00:00,0,5,6,12,15,19,23,29,34,44,46,38,37,49,34,40,43,43,42,42,39,32,32,27,27,19,14,11,9,6,4,2,5,6,5,1,0,4,5,1,4,3,2,4,4,5,6,7,6,13,11,14,10,0,8,6,5,6,6,0,4,3,1,0,0,0,0
2022-04-08 08:00:00,0,5,6,8,12,19,19,23,25,28,29,30,32,37,42,53,56,52,60,61,61,63,64,57,39,30,23,15,12,9,4,5,11,12,7,5,7,4,5,5,9,7,5,7,5,7,9,10,11,11,10,9,11,12,12,11,10,9,10,9,10,9,8,3,5,0,0
2022-04-08 09:00:00,0,5,7,6,10,13,16,18,20,25,23,24,25,29,34,40,40,39,39,37,35,35,34,29,25,17,14,11,8,5,2,4,5,4,4,2,4,4,7,2,6,4,3,5,5,4,5,5,5,5,6,8,5,7,6,7,7,7,3,6,8,9,5,3,2,0,0
2022-04-08 10:00:00,0,3,2,4,4,8,9,15,15,16,17,16,17,19,20,24,24,22,21,18,18,17,17,17,16,14,16,13,9,7,4,3,3,4,5,4,6,6,1,4,5,6,4,5,5,5,7,6,9,10,9,6,8,10,8,7,13,10,6,5,3,2,5,4,2,0,0
2022-04-08 11:00:00,0,3,3,3,5,6,8,10,6,11,15,10,12,18,19,22,26,23,22,18,20,18,15,14,13,10,11,13,9,7,3,4,6,6,6,8,9,8,10,9,8,7,4,7,11,10,11,12,13,9,14,13,10,10,9,9,8,9,8,5,13,15,2,11,9,0,0
2022-04-08 12:00:00,0,3,5,6,6,7,8,9,9,12,11,12,11,13,15,16,17,17,16,14,13,12,13,10,11,9,8,11,8,5,3,4,4,11,14,11,7,8,11,8,9,11,6,10,9,11,10,16,15,14,12,11,13,20,21,12,13,17,12,11,12,11,8,7,4,0,0
2022-04-08 13:00:00,0,4,5,5,6,9,10,6,10,12,13,14,14,19,24,26,26,18,23,20,21,20,10,13,13,16,17,18,17,14,4,7,11,13,12,13,12,12,12,11,11,10,0,9,11,12,9,12,13,12,11,9,11,13,12,11,12,11,6,10,8,9,5,5,2,0,0
2022-04-08 14:00:00,0,5,7,8,11,12,14,17,19,20,20,19,16,16,18,20,21,20,20,18,17,14,14,16,14,15,14,10,8,5,2,2,3,6,9,9,11,14,15,15,19,22,10,19,14,20,19,23,24,19,17,19,13,14,13,12,10,12,5,13,8,8,8,7,3,0,0
2022-04-08 15:00:00,0,5,6,8,9,10,11,12,12,14,13,13,15,12,15,16,16,15,12,9,8,7,12,19,16,13,14,13,16,7,5,5,6,7,12,11,11,14,16,19,11,15,10,17,20,26,21,24,33,31,25,21,21,19,20,19,20,16,13,14,12,11,9,10,6,0,0
2022-04-08 16:00:00,0,5,7,7,8,9,10,13,12,19,18,17,19,18,19,20,17,20,20,15,12,8,11,11,10,15,14,12,10,9,7,8,12,10,14,15,20,22,23,27,29,27,26,25,29,27,31,28,29,34,31,26,26,27,29,27,26,20,17,16,13,11,5,9,4,0,0
2022-04-08 17:00:00,0,5,5,7,6,9,13,13,15,17,18,17,16,20,22,27,18,20,19,14,11,11,10,9,9,13,14,12,13,11,4,7,9,14,21,19,18,20,24,28,31,32,31,31,34,39,36,43,45,36,31,29,24,21,21,21,17,16,17,16,12,11,7,4,2,0,0
2022-04-08 18:00:00,0,4,5,6,5,8,9,11,11,16,18,12,20,20,22,21,27,22,20,11,9,9,8,13,17,16,14,11,11,7,5,8,10,15,20,21,27,32,38,38,38,40,40,46,46,49,40,45,50,53,47,45,36,34,30,33,28,23,20,18,10,6,5,3,2,0,0
2022-04-08 19:00:00,0,3,4,2,4,7,7,8,8,10,10,12,9,16,13,11,13,10,12,10,7,4,6,5,5,5,4,5,3,4,2,2,4,8,12,13,19,18,20,21,19,24,25,33,27,28,26,47,49,46,41,32,27,21,20,18,18,22,18,15,14,12,9,6,4,0,0
2022-04-08 20:00:00,0,3,2,3,5,5,6,7,7,8,8,9,9,9,9,8,9,8,6,7,6,6,5,4,4,2,1,0,4,3,4,3,4,8,9,11,17,19,19,18,20,23,22,23,24,27,28,27,25,26,25,24,18,18,19,18,17,17,14,13,8,7,6,3,1,0,0
2022-04-08 21:00:00,0,1,4,1,5,4,5,3,6,4,5,3,2,5,6,4,3,5,5,5,4,3,3,1,0,2,4,5,4,5,2,5,5,7,11,13,14,12,13,17,20,21,16,22,24,27,24,29,30,29,26,22,18,16,15,15,13,13,13,10,9,6,4,3,2,0,0
2022-04-08 22:00:00,0,3,2,4,5,4,5,4,5,4,5,4,6,10,8,8,6,8,7,7,6,5,5,6,5,6,6,5,0,4,4,3,3,5,5,9,11,10,12,7,14,18,9,19,21,23,27,33,33,35,30,23,20,18,17,15,15,11,8,10,5,4,3,3,1,0,0
2022-04-08 23:00:00,0,0,0,0,1,1,3,4,5,3,6,5,4,6,7,8,10,9,7,12,12,11,10,0,7,5,8,9,6,8,7,2,5,5,7,8,10,10,8,13,14,13,12,15,14,14,17,24,23,22,22,21,18,14,18,13,17,13,10,8,5,3,3,1,2,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,4,1,5,7,11,13,12,10,14,15,16,17,17,6,17,16,14,15,14,15,16,13,11,13,12,12,11,12,3,11,7,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,0,4,5,4,4,5,8,10,5,11,14,12,13,19,20,20,21,18,9,16,14,13,7,13,11,9,8,7,5,4,4,2,3,4,0,5,8,9,6,8,8,10,2,8,10,7,11,9,10,11,6,11,12,13,14,13,14,11,9,8,6,1,4,0,2,0,0
2022-04-09 06:00:00,0,1,2,3,1,4,6,7,6,11,7,9,9,12,14,17,15,9,9,9,8,5,7,6,9,8,6,2,3,5,3,1,2,3,0,1,2,1,3,2,2,2,0,1,4,5,6,8,4,9,0,7,6,6,1,5,5,4,4,4,4,3,2,1,2,0,0
2022-04-09 07:00:00,0,2,3,2,3,5,5,7,8,11,12,14,13,15,16,18,18,16,14,10,11,10,9,9,7,8,5,6,4,3,1,2,1,1,1,2,0,3,4,4,0,1,0,2,5,1,3,4,1,4,0,5,3,4,5,6,2,5,6,5,7,4,3,0,2,0,0
2022-04-09 08:00:00,0,7,4,10,8,14,14,14,15,18,17,18,19,23,28,32,31,29,27,25,18,17,15,16,12,8,6,7,6,6,4,2,3,3,0,2,3,1,2,3,3,4,1,2,5,6,5,8,8,8,7,7,8,7,5,6,5,3,2,4,3,3,6,6,1,0,0
2022-04-09 09:00:00,1,3,4,3,7,10,14,16,17,18,19,22,23,26,26,30,32,32,31,29,24,19,18,22,16,14,10,6,5,4,2,3,2,4,3,4,3,5,4,2,7,3,0,6,7,9,9,8,10,18,19,21,21,21,21,11,18,10,18,18,13,14,11,7,5,0,0
2022-04-09 10:00:00,0,6,6,5,9,13,17,18,17,19,20,19,20,25,28,30,29,29,28,20,19,18,18,19,16,12,9,8,5,7,4,5,6,5,7,3,6,4,7,5,3,4,3,4,5,6,9,11,11,11,10,12,14,12,12,10,13,13,4,12,9,8,3,6,4,0,0
2022-04-09 11:00:00,0,3,3,5,6,9,10,12,16,20,23,24,10,28,28,32,30,25,33,24,24,22,25,21,18,12,11,10,5,6,2,3,6,11,8,9,9,10,12,13,15,13,0,12,10,9,10,11,11,12,8,16,15,16,11,15,15,15,16,17,15,12,14,11,8,0,0
